time,snowfall (cm),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2022-05-22T02:00,0.00,19.4,18.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T03:00,0.00,13.7,17.9,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T04:00,0.00,11.2,17.8,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T05:00,0.00,10.1,17.6,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T06:00,0.00,10.8,17.3,0.360,9.0,1.0,8.0,9.5,81.7,20.4,2.3,18.1,16.3,184.8
2022-05-22T07:00,0.00,14.0,17.4,0.371,88.0,36.0,52.0,156.5,307.1,123.0,50.3,72.7,156.5,429.3
2022-05-22T08:00,0.00,23.8,17.6,0.381,197.0,69.0,128.0,167.9,548.8,238.9,83.7,155.2,167.9,665.5
2022-05-22T09:00,0.00,22.3,18.3,0.379,285.0,118.0,167.0,203.5,774.2,323.0,133.7,189.3,203.5,877.5
2022-05-22T10:00,0.00,19.1,19.4,0.375,477.0,236.0,241.0,325.6,967.8,517.8,256.2,261.6,325.6,1050.6
2022-05-22T11:00,0.00,25.6,20.5,0.371,664.0,412.0,252.0,492.6,1116.6,697.7,432.9,264.8,492.6,1173.3
2022-05-22T12:00,0.00,28.4,19.9,0.388,680.0,378.0,302.0,417.0,1210.3,695.0,386.3,308.7,417.0,1237.0
2022-05-22T13:00,0.00,25.9,21.1,0.379,740.0,421.0,319.0,452.3,1242.6,737.0,419.3,317.7,452.3,1237.5
2022-05-22T14:00,0.00,35.6,21.8,0.373,770.0,582.0,188.0,641.4,1211.4,746.8,564.4,182.3,641.4,1174.8
2022-05-22T15:00,0.00,37.1,22.0,0.368,594.0,372.0,222.0,444.0,1118.7,559.2,350.2,209.0,444.0,1053.2
2022-05-22T16:00,0.00,36.4,21.9,0.366,540.0,316.0,224.0,434.5,970.9,490.0,286.7,203.2,434.5,880.9
2022-05-22T17:00,0.00,36.0,21.3,0.364,323.0,123.0,200.0,211.1,778.0,278.0,105.9,172.2,211.1,669.7
2022-05-22T18:00,0.00,28.4,20.8,0.360,248.0,115.0,133.0,277.4,553.4,194.5,90.2,104.3,277.4,434.1
2022-05-22T19:00,0.00,22.7,20.1,0.357,139.0,67.0,72.0,286.6,312.1,84.6,40.8,43.8,286.6,190.0
2022-05-22T20:00,0.00,19.4,19.2,0.355,25.0,9.0,16.0,83.8,84.4,0.0,0.0,0.0,0.0,0.0
2022-05-22T21:00,0.00,20.5,18.6,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T22:00,0.00,19.4,18.2,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22T23:00,0.00,18.7,17.7,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T00:00,0.00,17.6,18.0,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T01:00,0.00,22.0,17.4,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T02:00,0.00,17.3,16.8,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T03:00,0.00,15.1,16.3,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T04:00,0.00,9.7,15.8,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T05:00,0.00,9.0,15.4,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T06:00,0.00,11.2,15.5,0.343,14.0,0.0,14.0,0.0,83.0,31.6,0.0,31.6,0.0,187.4
2022-05-23T07:00,0.00,14.8,15.8,0.342,77.0,6.0,71.0,25.9,309.4,107.4,8.4,99.0,25.9,431.4
2022-05-23T08:00,0.00,18.0,16.3,0.343,150.0,19.0,131.0,46.0,550.8,181.7,23.0,158.7,46.0,667.3
2022-05-23T09:00,0.00,28.8,16.6,0.346,193.0,21.0,172.0,36.1,775.8,218.7,23.8,194.9,36.1,878.9
2022-05-23T10:00,0.00,31.7,16.9,0.348,259.0,63.0,196.0,86.8,969.2,281.1,68.4,212.7,86.8,1051.9
2022-05-23T11:00,0.00,31.7,17.1,0.346,259.0,14.0,245.0,16.7,1117.7,272.1,14.7,257.4,16.7,1174.4
2022-05-23T12:00,0.00,29.9,17.0,0.344,390.0,53.0,337.0,58.4,1211.4,398.6,54.2,344.4,58.4,1238.1
2022-05-23T13:00,0.00,31.7,17.6,0.343,434.0,83.0,351.0,89.1,1243.7,432.2,82.7,349.6,89.1,1238.7
2022-05-23T14:00,0.00,31.7,18.1,0.340,415.0,92.0,323.0,101.3,1212.6,402.5,89.2,313.3,101.3,1176.1
2022-05-23T15:00,0.00,29.5,18.8,0.337,521.0,170.0,351.0,202.5,1120.1,490.6,160.1,330.5,202.5,1054.8
2022-05-23T16:00,0.00,31.0,19.0,0.334,448.0,145.0,303.0,199.0,972.6,406.6,131.6,275.0,199.0,882.8
2022-05-23T17:00,0.00,32.4,19.0,0.332,414.0,198.0,216.0,338.7,780.1,356.6,170.6,186.1,338.7,672.0
2022-05-23T18:00,0.00,37.1,18.5,0.330,284.0,133.0,151.0,319.3,555.8,223.2,104.5,118.7,319.3,436.8
2022-05-23T19:00,0.00,37.4,17.8,0.328,150.0,72.0,78.0,305.0,315.0,92.0,44.1,47.8,305.0,193.1
2022-05-23T20:00,0.00,28.4,16.8,0.327,30.0,13.0,17.0,119.7,85.9,0.0,0.0,0.0,0.0,0.0
2022-05-23T21:00,0.00,21.2,15.8,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T22:00,0.00,20.5,15.0,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23T23:00,0.00,20.5,14.4,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T00:00,0.00,16.9,14.5,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T01:00,0.00,22.7,14.1,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T02:00,0.00,22.7,13.6,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T03:00,0.00,20.2,13.3,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T04:00,0.00,21.2,12.9,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T05:00,0.00,19.1,12.5,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T06:00,0.00,20.5,12.5,0.324,20.0,2.0,18.0,18.6,84.2,45.1,4.5,40.6,31.7,189.8
2022-05-24T07:00,0.00,25.6,13.0,0.323,97.0,12.0,85.0,51.4,311.7,134.9,16.7,118.2,51.4,433.5
2022-05-24T08:00,0.00,26.6,13.9,0.322,274.0,111.0,163.0,268.0,552.6,331.7,134.4,197.3,268.0,669.0
2022-05-24T09:00,0.00,30.2,14.6,0.321,300.0,51.0,249.0,87.5,777.3,339.7,57.8,282.0,87.5,880.3
2022-05-24T10:00,0.00,38.9,15.8,0.318,557.0,288.0,269.0,395.9,970.4,604.4,312.5,291.9,395.9,1053.0
2022-05-24T11:00,0.00,39.2,16.4,0.316,511.0,153.0,358.0,182.4,1118.8,536.8,160.7,376.1,182.4,1175.4
2022-05-24T12:00,0.00,41.8,17.2,0.313,545.0,206.0,339.0,226.7,1212.4,557.0,210.5,346.5,226.7,1239.1
2022-05-24T13:00,0.00,38.9,17.8,0.311,645.0,311.0,334.0,333.3,1244.8,642.4,309.8,332.7,333.3,1239.8
2022-05-24T14:00,0.00,39.6,18.3,0.308,632.0,315.0,317.0,346.2,1213.8,613.1,305.6,307.5,346.2,1177.4
2022-05-24T15:00,0.00,40.0,18.6,0.305,648.0,369.0,279.0,438.9,1121.5,610.3,347.5,262.8,438.9,1056.3
2022-05-24T16:00,0.00,40.0,18.4,0.303,422.0,182.0,240.0,249.2,974.3,383.2,165.3,217.9,249.2,884.7
2022-05-24T17:00,0.00,40.3,18.3,0.301,440.0,278.0,162.0,474.1,782.2,379.3,239.6,139.7,474.1,674.3
2022-05-24T18:00,0.00,39.2,17.7,0.300,235.0,102.0,133.0,243.7,558.3,185.0,80.3,104.7,243.7,439.4
2022-05-24T19:00,0.00,33.1,16.9,0.299,134.0,62.0,72.0,260.2,317.9,82.7,38.3,44.4,260.2,196.2
2022-05-24T20:00,0.00,26.6,16.0,0.299,28.0,11.0,17.0,100.2,87.4,0.0,0.0,0.0,0.0,0.0
2022-05-24T21:00,0.00,18.7,15.2,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T22:00,0.00,19.1,14.5,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24T23:00,0.00,19.1,13.9,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T00:00,0.00,19.4,13.6,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T01:00,0.00,19.8,13.2,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T02:00,0.00,19.8,12.9,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T03:00,0.00,19.8,12.6,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T04:00,0.00,19.4,12.3,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T05:00,0.00,17.3,12.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T06:00,0.00,18.4,11.9,0.298,30.0,11.0,19.0,101.6,85.3,67.6,24.8,42.8,172.0,192.1
2022-05-25T07:00,0.00,23.4,12.5,0.298,159.0,78.0,81.0,331.6,313.8,220.6,108.2,112.4,331.6,435.4
2022-05-25T08:00,0.00,24.5,13.7,0.297,342.0,229.0,113.0,550.9,554.4,413.7,277.0,136.7,550.9,670.5
2022-05-25T09:00,0.00,25.9,15.1,0.295,531.0,399.0,132.0,683.3,778.7,601.1,451.7,149.4,683.3,881.6
2022-05-25T10:00,0.00,25.9,16.6,0.293,694.0,544.0,150.0,746.7,971.6,752.9,590.2,162.7,746.7,1054.1
2022-05-25T11:00,0.00,26.3,18.1,0.290,841.0,722.0,119.0,859.8,1119.8,883.4,758.4,125.0,859.8,1176.3
2022-05-25T12:00,0.00,29.9,19.3,0.286,922.0,805.0,117.0,884.8,1213.3,942.3,822.7,119.6,884.8,1240.0
2022-05-25T13:00,0.00,34.2,20.2,0.282,830.0,556.0,274.0,595.2,1245.8,826.7,553.8,272.9,595.2,1240.8
2022-05-25T14:00,0.00,41.0,20.7,0.279,792.0,490.0,302.0,537.9,1214.9,768.4,475.4,293.0,537.9,1178.7
2022-05-25T15:00,0.00,34.9,21.4,0.275,739.0,520.0,219.0,617.5,1122.9,696.2,489.9,206.3,617.5,1057.8
2022-05-25T16:00,0.00,53.3,21.5,0.272,614.0,453.0,161.0,618.9,976.0,557.7,411.5,146.2,618.9,886.6
2022-05-25T17:00,0.00,47.9,21.3,0.270,541.0,441.0,100.0,749.8,784.3,466.7,380.4,86.3,749.8,676.5
2022-05-25T18:00,0.00,42.5,20.8,0.268,361.0,280.0,81.0,665.8,560.8,284.6,220.7,63.9,665.8,442.1
2022-05-25T19:00,0.00,38.5,19.9,0.267,177.0,118.0,59.0,490.6,320.7,109.9,73.3,36.6,490.6,199.2
2022-05-25T20:00,0.00,36.7,18.9,0.267,33.0,15.0,18.0,135.2,88.8,0.0,0.0,0.0,0.0,0.0
2022-05-25T21:00,0.00,32.8,17.9,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T22:00,0.00,24.5,17.1,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25T23:00,0.00,18.4,16.3,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T00:00,0.00,15.1,15.7,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T01:00,0.00,17.3,15.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T02:00,0.00,18.4,14.5,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T03:00,0.00,22.0,14.3,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T04:00,0.00,23.8,14.1,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T05:00,0.00,24.1,14.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T06:00,0.00,23.0,14.0,0.266,32.0,15.0,17.0,137.6,86.3,72.0,33.8,38.3,231.7,194.2
2022-05-26T07:00,0.00,24.8,14.6,0.265,175.0,117.0,58.0,494.1,315.7,242.3,162.0,80.3,494.1,437.2
2022-05-26T08:00,0.00,25.6,15.9,0.264,361.0,279.0,82.0,669.0,556.0,436.3,337.2,99.1,669.0,672.0
2022-05-26T09:00,0.00,25.9,17.4,0.263,548.0,451.0,97.0,770.8,780.0,620.2,510.4,109.8,770.8,882.8
2022-05-26T10:00,0.00,24.8,19.1,0.260,714.0,608.0,106.0,833.3,972.7,774.5,659.5,115.0,833.3,1055.1
2022-05-26T11:00,0.00,18.0,20.9,0.257,845.0,732.0,113.0,870.7,1120.8,887.6,768.9,118.7,870.7,1177.2
2022-05-26T12:00,0.00,19.8,22.4,0.255,921.0,802.0,119.0,880.5,1214.2,941.3,819.6,121.6,880.5,1240.9
2022-05-26T13:00,0.00,19.1,23.7,0.251,955.0,839.0,116.0,897.1,1246.7,951.3,835.7,115.5,897.1,1241.8
2022-05-26T14:00,0.00,19.8,24.5,0.248,926.0,811.0,115.0,889.1,1216.0,898.5,786.9,111.6,889.1,1179.9
2022-05-26T15:00,0.00,21.2,25.0,0.244,844.0,733.0,111.0,869.1,1124.3,795.3,690.7,104.6,869.1,1059.4
2022-05-26T16:00,0.00,21.2,25.2,0.242,715.0,611.0,104.0,833.1,977.7,649.7,555.2,94.5,833.1,888.4
2022-05-26T17:00,0.00,21.6,25.0,0.240,549.0,455.0,94.0,771.3,786.3,473.9,392.8,81.1,771.3,678.8
2022-05-26T18:00,0.00,21.2,24.4,0.239,365.0,285.0,80.0,674.6,563.2,288.2,225.0,63.2,674.6,444.7
2022-05-26T19:00,0.00,15.1,23.4,0.238,180.0,121.0,59.0,498.6,323.5,112.5,75.6,36.9,498.6,202.2
2022-05-26T20:00,0.00,15.8,22.0,0.238,35.0,16.0,19.0,142.8,90.3,0.0,0.0,0.0,0.0,0.0
2022-05-26T21:00,0.00,16.2,20.7,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T22:00,0.00,15.5,19.6,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26T23:00,0.00,16.9,18.8,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T00:00,0.00,22.0,19.3,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T01:00,0.00,31.7,18.8,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T02:00,0.00,32.4,18.4,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T03:00,0.00,30.6,18.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T04:00,0.00,27.7,17.5,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T05:00,0.00,25.2,16.9,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T06:00,0.00,23.0,16.6,0.231,34.0,15.0,19.0,136.6,87.3,76.4,33.7,42.7,229.0,196.3
2022-05-27T07:00,0.00,24.1,17.2,0.231,175.0,108.0,67.0,453.2,317.6,241.8,149.2,92.6,453.2,438.8
2022-05-27T08:00,0.00,25.9,18.4,0.230,358.0,260.0,98.0,621.6,557.5,432.4,314.0,118.4,621.6,673.3
2022-05-27T09:00,0.00,27.4,19.9,0.228,541.0,414.0,127.0,706.2,781.2,612.0,468.4,143.7,706.2,883.8
2022-05-27T10:00,0.00,30.2,21.5,0.226,695.0,528.0,167.0,722.7,973.7,753.8,572.6,181.1,722.7,1056.0
2022-05-27T11:00,0.00,31.3,22.9,0.223,815.0,623.0,192.0,740.2,1121.6,856.0,654.4,201.7,740.2,1178.1
2022-05-27T12:00,0.00,30.6,24.3,0.219,915.0,755.0,160.0,828.1,1215.1,935.1,771.6,163.5,828.1,1241.8
2022-05-27T13:00,0.00,27.0,25.5,0.216,952.0,801.0,151.0,855.6,1247.6,948.3,797.9,150.4,855.6,1242.8
2022-05-27T14:00,0.00,24.1,26.4,0.212,937.0,824.0,113.0,902.2,1217.1,909.3,799.6,109.7,902.2,1181.1
2022-05-27T15:00,0.00,22.0,27.0,0.209,854.0,745.0,109.0,882.0,1125.6,804.9,702.1,102.7,882.0,1060.8
2022-05-27T16:00,0.00,17.6,27.3,0.206,725.0,625.0,100.0,850.4,979.3,659.1,568.1,90.9,850.4,890.2
2022-05-27T17:00,0.00,11.9,27.2,0.204,559.0,468.0,91.0,791.1,788.3,482.9,404.3,78.6,791.1,681.0
2022-05-27T18:00,0.00,22.3,26.5,0.203,369.0,287.0,82.0,676.2,565.6,291.8,227.0,64.9,676.2,447.3
2022-05-27T19:00,0.00,24.1,25.3,0.202,180.0,116.0,64.0,473.8,326.3,113.2,72.9,40.2,473.8,205.1
2022-05-27T20:00,0.00,15.5,23.6,0.203,37.0,18.0,19.0,159.0,91.7,0.0,0.0,0.0,0.0,0.0
2022-05-27T21:00,0.00,15.8,22.2,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T22:00,0.00,16.2,21.1,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27T23:00,0.00,15.5,20.2,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T00:00,0.00,17.6,20.6,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T01:00,0.00,30.6,20.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T02:00,0.00,34.9,19.7,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T03:00,0.00,33.8,19.3,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T04:00,0.00,34.6,19.1,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T05:00,0.00,34.6,18.8,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T06:00,0.00,32.8,18.7,0.187,34.0,17.0,17.0,153.8,88.2,76.4,38.2,38.2,256.7,198.2
2022-05-28T07:00,0.00,30.2,19.1,0.187,181.0,124.0,57.0,517.4,319.3,249.6,171.0,78.6,517.4,440.4
2022-05-28T08:00,0.00,30.2,20.2,0.186,368.0,291.0,77.0,693.7,558.8,444.2,351.3,92.9,693.7,674.6
2022-05-28T09:00,0.00,29.9,21.7,0.185,554.0,464.0,90.0,790.1,782.3,626.6,524.8,101.8,790.1,884.8
2022-05-28T10:00,0.00,31.0,23.3,0.183,718.0,617.0,101.0,843.4,974.6,778.6,669.1,109.5,843.4,1056.8
2022-05-28T11:00,0.00,28.1,25.0,0.181,844.0,736.0,108.0,873.6,1122.4,886.4,773.0,113.4,873.6,1178.8
2022-05-28T12:00,0.00,20.2,26.4,0.174,924.0,813.0,111.0,890.8,1215.8,944.3,830.9,113.4,890.8,1242.6
2022-05-28T13:00,0.00,16.6,27.9,0.171,960.0,851.0,109.0,908.0,1248.5,956.4,847.8,108.6,908.0,1243.8
2022-05-28T14:00,0.00,33.8,28.4,0.168,909.0,793.0,116.0,867.2,1218.1,882.2,769.6,112.6,867.2,1182.2
2022-05-28T15:00,0.00,35.3,28.1,0.167,705.0,484.0,221.0,572.1,1126.9,664.6,456.3,208.3,572.1,1062.3
2022-05-28T16:00,0.00,33.8,27.7,0.165,636.0,464.0,172.0,630.1,980.9,578.4,421.9,156.4,630.1,892.0
2022-05-28T17:00,0.00,27.0,27.2,0.164,541.0,431.0,110.0,726.5,790.3,467.6,372.6,95.1,726.5,683.1
2022-05-28T18:00,0.00,26.3,26.2,0.163,337.0,235.0,102.0,551.2,567.9,266.9,186.1,80.8,551.2,449.8
2022-05-28T19:00,0.00,20.5,24.9,0.163,159.0,81.0,78.0,328.0,329.0,100.5,51.2,49.3,328.0,208.0
2022-05-28T20:00,0.00,19.4,23.4,0.163,31.0,8.0,23.0,70.0,93.1,0.0,0.0,0.0,0.0,0.0
2022-05-28T21:00,0.00,15.1,21.9,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T22:00,0.00,9.4,20.7,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-28T23:00,0.00,5.4,19.7,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T00:00,0.00,4.7,19.4,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T01:00,0.00,5.0,18.6,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T02:00,0.00,6.8,17.8,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T03:00,0.00,7.9,17.2,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T04:00,0.00,9.0,16.6,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T05:00,0.00,9.0,16.3,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T06:00,0.00,19.8,16.4,0.158,26.0,11.0,15.0,98.9,89.1,58.3,24.7,33.7,164.4,200.0
2022-05-29T07:00,0.00,21.2,16.9,0.158,111.0,50.0,61.0,207.5,320.9,152.8,68.8,84.0,207.5,441.8
2022-05-29T08:00,0.00,19.8,17.7,0.159,210.0,106.0,104.0,252.0,560.1,253.3,127.9,125.5,252.0,675.7
2022-05-29T09:00,0.00,20.2,18.7,0.160,290.0,112.0,178.0,190.4,783.4,327.9,126.6,201.3,190.4,885.7
2022-05-29T10:00,0.00,20.5,20.3,0.160,525.0,265.0,260.0,361.8,975.4,569.2,287.3,281.9,361.8,1057.6
2022-05-29T11:00,0.00,21.6,21.7,0.159,609.0,276.0,333.0,327.3,1123.1,639.6,289.9,349.7,327.3,1179.5
2022-05-29T12:00,0.00,24.5,22.8,0.161,779.0,479.0,300.0,524.3,1216.6,796.2,489.6,306.6,524.3,1243.4
2022-05-29T13:00,0.00,32.4,23.3,0.160,613.0,248.0,365.0,264.4,1249.3,610.7,247.1,363.6,264.4,1244.7
2022-05-29T14:00,0.00,33.5,23.3,0.160,522.0,207.0,315.0,226.1,1219.1,506.7,200.9,305.8,226.1,1183.4
2022-05-29T15:00,0.00,33.1,23.2,0.159,456.0,68.0,388.0,80.3,1128.1,430.0,64.1,365.8,80.3,1063.7
2022-05-29T16:00,0.00,28.4,22.6,0.159,274.0,0.0,274.0,0.0,982.5,249.3,0.0,249.3,0.0,893.8
2022-05-29T17:00,0.00,27.7,22.2,0.159,283.0,42.0,241.0,70.6,792.2,244.8,36.3,208.5,70.6,685.3
2022-05-29T18:00,0.00,23.0,21.7,0.158,242.0,138.0,104.0,322.3,570.2,192.0,109.5,82.5,322.3,452.3
2022-05-29T19:00,0.00,15.8,21.0,0.158,140.0,76.0,64.0,305.1,331.6,89.0,48.3,40.7,305.1,210.8
2022-05-29T20:00,0.00,8.6,19.9,0.159,35.0,15.0,20.0,130.0,94.5,0.0,0.0,0.0,0.0,0.0
2022-05-29T21:00,0.00,10.8,18.6,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T22:00,0.00,11.2,17.7,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29T23:00,0.00,11.9,17.3,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T00:00,0.00,12.2,17.9,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T01:00,0.00,12.2,17.3,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T02:00,0.00,11.2,16.6,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T03:00,0.00,11.9,16.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T04:00,0.00,11.9,15.6,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T05:00,0.00,11.9,15.5,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30T06:00,0.00,11.2,15.7,0.159,21.0,0.0,21.0,0.0,89.9,47.1,0.0,47.1,0.0,201.6
2022-05-30T07:00,0.00,13.0,16.2,0.159,93.0,16.0,77.0,66.1,322.4,127.8,22.0,105.8,66.1,443.1
2022-05-30T08:00,0.00,18.4,16.9,0.161,156.0,30.0,126.0,71.2,561.3,188.1,36.2,151.9,71.2,676.7
2022-05-30T09:00,0.00,24.5,17.2,0.164,141.0,0.0,141.0,0.0,784.3,159.4,0.0,159.4,0.0,886.5
2022-05-30T10:00,0.00,27.0,18.1,0.167,324.0,71.0,253.0,96.8,976.1,351.3,77.0,274.3,96.8,1058.3
2022-05-30T11:00,0.00,28.4,18.9,0.169,431.0,137.0,294.0,162.3,1123.8,452.6,143.9,308.8,162.3,1180.2
2022-05-30T12:00,0.00,27.0,19.2,0.171,412.0,48.0,364.0,52.5,1217.2,421.1,49.1,372.0,52.5,1244.1
2022-05-30T13:00,0.00,28.8,19.9,0.172,451.0,58.0,393.0,61.8,1250.1,449.4,57.8,391.6,61.8,1245.5
