time,snowfall (cm),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2021-09-29T00:00,0.00,14.4,14.3,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T01:00,0.00,18.0,13.9,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T02:00,0.00,14.4,13.7,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T03:00,0.00,14.8,13.4,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T04:00,0.00,14.8,13.2,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T05:00,0.00,14.4,13.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T06:00,0.00,14.4,12.7,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T07:00,0.00,13.3,12.7,0.318,9.0,3.0,6.0,37.5,49.9,21.5,7.2,14.4,82.0,119.3
2021-09-29T08:00,0.00,15.1,13.5,0.318,130.0,83.0,47.0,455.9,248.3,195.9,125.1,70.8,455.9,374.1
2021-09-29T09:00,0.00,18.0,14.9,0.317,310.0,241.0,69.0,670.1,490.4,379.8,295.2,84.5,670.1,600.8
2021-09-29T10:00,0.00,24.1,16.6,0.316,476.0,388.0,88.0,759.7,696.4,535.7,436.7,99.0,759.7,783.7
2021-09-29T11:00,0.00,25.6,18.2,0.313,607.0,512.0,95.0,819.3,852.1,648.6,547.1,101.5,819.3,910.5
2021-09-29T12:00,0.00,26.3,19.2,0.311,694.0,603.0,91.0,868.3,947.0,712.6,619.2,93.4,868.3,972.4
2021-09-29T13:00,0.00,23.4,20.3,0.308,669.0,537.0,132.0,751.4,974.5,662.6,531.9,130.7,751.4,965.2
2021-09-29T14:00,0.00,26.3,21.1,0.305,679.0,584.0,95.0,853.8,932.8,647.5,556.9,90.6,853.8,889.4
2021-09-29T15:00,0.00,29.2,21.4,0.302,584.0,496.0,88.0,820.3,824.6,531.3,451.2,80.1,820.3,750.2
2021-09-29T16:00,0.00,30.2,21.3,0.300,444.0,363.0,81.0,753.0,657.4,376.1,307.5,68.6,753.0,556.9
2021-09-29T17:00,0.00,30.6,20.8,0.299,267.0,194.0,73.0,597.9,442.5,194.8,141.5,53.3,597.9,322.8
2021-09-29T18:00,0.00,31.0,19.8,0.298,85.0,33.0,52.0,212.4,194.5,27.9,10.8,17.1,124.2,63.8
2021-09-29T19:00,0.00,32.4,18.8,0.298,2.0,0.0,2.0,0.0,21.9,0.0,0.0,0.0,0.0,0.0
2021-09-29T20:00,0.00,31.7,18.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T21:00,0.00,24.5,17.2,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T22:00,0.00,20.9,16.6,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29T23:00,0.00,16.9,16.0,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T00:00,0.00,12.2,15.5,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T01:00,0.00,13.0,14.9,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T02:00,0.00,9.7,14.5,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T03:00,0.00,8.3,14.2,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T04:00,0.00,7.6,13.8,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T05:00,0.00,7.2,13.4,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T06:00,0.00,7.6,13.1,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T07:00,0.00,9.0,12.9,0.298,9.0,3.0,6.0,38.3,47.5,21.7,7.2,14.5,83.0,114.6
2021-09-30T08:00,0.00,12.2,13.6,0.297,128.0,84.0,44.0,470.5,243.6,194.1,127.4,66.7,470.5,369.4
2021-09-30T09:00,0.00,11.5,15.2,0.297,304.0,231.0,73.0,649.0,485.6,373.1,283.5,89.6,649.0,595.9
2021-09-30T10:00,0.00,11.5,17.2,0.295,474.0,389.0,85.0,767.6,691.4,533.8,438.1,95.7,767.6,778.6
2021-09-30T11:00,0.00,13.7,19.0,0.293,605.0,509.0,96.0,820.1,846.9,646.6,544.0,102.6,820.1,905.1
2021-09-30T12:00,0.00,15.1,20.1,0.292,683.0,577.0,106.0,836.3,941.4,701.3,592.5,108.8,836.3,966.6
2021-09-30T13:00,0.00,17.3,21.4,0.289,713.0,619.0,94.0,872.0,968.5,706.0,612.9,93.1,872.0,959.1
2021-09-30T14:00,0.00,18.4,22.2,0.286,677.0,586.0,91.0,863.1,926.4,645.2,558.5,86.7,863.1,882.9
2021-09-30T15:00,0.00,18.4,22.5,0.284,584.0,498.0,86.0,830.8,817.9,530.7,452.6,78.2,830.8,743.3
2021-09-30T16:00,0.00,19.4,22.3,0.282,442.0,360.0,82.0,755.4,650.3,373.6,304.3,69.3,755.4,549.7
2021-09-30T17:00,0.00,19.4,21.7,0.281,260.0,181.0,79.0,567.6,435.1,188.4,131.2,57.3,567.6,315.4
2021-09-30T18:00,0.00,18.4,20.6,0.281,89.0,49.0,40.0,321.3,187.0,26.8,14.7,12.0,169.0,56.2
2021-09-30T19:00,0.00,15.1,19.2,0.281,2.0,0.0,2.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0
2021-09-30T20:00,0.00,12.6,18.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T21:00,0.00,11.9,17.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T22:00,0.00,11.2,16.2,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30T23:00,0.00,3.2,15.6,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T00:00,0.00,5.0,15.5,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T01:00,0.00,6.5,15.3,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T02:00,0.00,6.1,15.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T03:00,0.00,5.4,14.5,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T04:00,0.00,7.6,14.5,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T05:00,0.00,5.4,14.3,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T06:00,0.00,6.1,14.2,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T07:00,0.00,6.8,14.1,0.282,5.0,0.0,5.0,0.0,45.1,12.2,0.0,12.2,0.0,109.9
2021-10-01T08:00,0.00,9.0,14.8,0.282,102.0,33.0,69.0,188.6,238.8,155.7,50.4,105.3,188.6,364.6
2021-10-01T09:00,0.00,11.2,16.0,0.281,272.0,180.0,92.0,511.1,480.8,334.4,221.3,113.1,511.1,591.0
2021-10-01T10:00,0.00,14.4,17.5,0.280,457.0,352.0,105.0,700.1,686.4,515.0,396.7,118.3,700.1,773.5
2021-10-01T11:00,0.00,20.2,18.9,0.279,529.0,327.0,202.0,530.5,841.5,565.5,349.6,215.9,530.5,899.6
2021-10-01T12:00,0.00,22.3,19.6,0.281,545.0,307.0,238.0,447.9,935.7,559.6,315.2,244.4,447.9,960.8
2021-10-01T13:00,0.00,22.7,20.8,0.279,655.0,495.0,160.0,702.1,962.5,648.4,490.0,158.4,702.1,952.9
2021-10-01T14:00,0.00,26.3,21.6,0.276,611.0,429.0,182.0,636.6,920.0,582.0,408.6,173.4,636.6,876.3
2021-10-01T15:00,0.00,28.1,21.8,0.274,477.0,307.0,170.0,516.8,811.1,433.0,278.7,154.3,516.8,736.3
2021-10-01T16:00,0.00,28.1,21.7,0.273,346.0,191.0,155.0,405.4,643.2,291.8,161.1,130.7,405.4,542.4
2021-10-01T17:00,0.00,25.9,21.1,0.272,161.0,45.0,116.0,143.6,427.8,115.9,32.4,83.5,143.6,307.9
2021-10-01T18:00,0.00,25.2,20.3,0.272,36.0,2.0,34.0,13.4,179.4,9.8,0.5,9.2,6.2,48.6
2021-10-01T19:00,0.00,20.5,19.6,0.273,1.0,0.0,1.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0
2021-10-01T20:00,0.00,14.8,19.1,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T21:00,0.00,11.2,18.8,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T22:00,0.00,8.6,18.5,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01T23:00,0.00,9.0,18.3,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T00:00,0.00,9.7,17.8,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T01:00,0.00,11.5,17.7,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T02:00,0.00,11.5,17.6,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T03:00,0.00,12.2,17.6,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T04:00,0.00,13.0,17.6,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T05:00,0.00,16.2,17.6,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T06:00,0.00,18.7,17.5,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T07:00,0.00,21.6,17.5,0.278,2.0,0.0,2.0,0.0,42.8,4.9,0.0,4.9,0.0,105.1
2021-10-02T08:00,0.00,28.8,17.6,0.279,42.0,8.0,34.0,46.7,234.1,64.6,12.3,52.3,46.7,359.8
2021-10-02T09:00,0.00,35.6,17.8,0.279,80.0,25.0,55.0,71.8,475.9,98.5,30.8,67.7,71.8,586.0
2021-10-02T10:00,0.00,38.2,18.2,0.281,149.0,27.0,122.0,54.1,681.3,168.0,30.4,137.6,54.1,768.3
2021-10-02T11:00,0.00,41.4,18.4,0.283,159.0,2.0,157.0,3.3,836.2,170.0,2.1,167.9,3.3,894.1
2021-10-02T12:00,0.00,41.0,18.0,0.292,162.0,0.0,162.0,0.0,930.0,166.3,0.0,166.3,0.0,954.9
2021-10-02T13:00,0.00,46.4,18.0,0.296,92.0,0.0,92.0,0.0,956.4,91.1,0.0,91.1,0.0,946.6
2021-10-02T14:00,0.00,45.4,18.7,0.298,251.0,64.0,187.0,95.7,913.6,238.9,60.9,178.0,95.7,869.6
2021-10-02T15:00,0.00,40.3,19.0,0.300,205.0,57.0,148.0,96.8,804.3,185.9,51.7,134.2,96.8,729.3
2021-10-02T16:00,0.00,42.8,18.7,0.302,91.0,11.0,80.0,23.6,636.1,76.6,9.3,67.3,23.6,535.2
2021-10-02T17:00,0.00,50.0,18.4,0.305,39.0,2.0,37.0,6.5,420.4,27.9,1.4,26.4,6.5,300.4
2021-10-02T18:00,0.00,51.1,18.0,0.306,13.0,0.0,13.0,0.0,171.9,3.1,0.0,3.1,0.0,41.0
2021-10-02T19:00,0.00,51.5,17.8,0.311,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0
2021-10-02T20:00,0.00,48.2,17.6,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T21:00,0.00,49.3,17.6,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T22:00,0.00,55.1,17.5,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02T23:00,0.00,61.2,17.5,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T00:00,0.00,66.6,17.1,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T01:00,0.00,74.2,17.1,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T02:00,0.00,69.1,16.7,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T03:00,0.00,30.2,16.1,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T04:00,0.00,28.8,15.5,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T05:00,0.00,29.2,14.9,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T06:00,0.00,24.8,14.4,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T07:00,0.00,19.1,14.1,0.400,5.0,1.0,4.0,13.7,40.4,12.4,2.5,9.9,28.5,100.4
2021-10-03T08:00,0.00,11.9,14.5,0.398,99.0,57.0,42.0,339.7,229.3,153.3,88.3,65.0,339.7,355.0
2021-10-03T09:00,0.00,32.0,15.3,0.395,273.0,195.0,78.0,565.8,471.0,336.8,240.6,96.2,565.8,581.0
2021-10-03T10:00,0.00,34.2,16.1,0.394,376.0,272.0,104.0,549.8,676.1,424.3,306.9,117.4,549.8,763.0
2021-10-03T11:00,0.00,29.9,17.0,0.391,521.0,414.0,107.0,681.1,830.8,557.2,442.8,114.4,681.1,888.5
2021-10-03T12:00,0.00,29.9,18.2,0.384,610.0,502.0,108.0,742.3,924.3,626.3,515.4,110.9,742.3,949.0
2021-10-03T13:00,0.00,31.7,18.5,0.382,537.0,415.0,122.0,596.9,950.3,531.3,410.6,120.7,596.9,940.3
2021-10-03T14:00,0.00,33.8,18.6,0.379,474.0,338.0,136.0,509.3,907.1,451.0,321.6,129.4,509.3,863.0
2021-10-03T15:00,0.00,34.9,18.5,0.377,403.0,286.0,117.0,490.2,797.4,365.0,259.1,106.0,490.2,722.3
2021-10-03T16:00,0.00,30.6,18.4,0.374,373.0,284.0,89.0,617.2,628.9,313.1,238.4,74.7,617.2,527.9
2021-10-03T17:00,0.00,26.6,17.9,0.373,249.0,183.0,66.0,605.7,413.0,176.6,129.8,46.8,605.7,292.9
2021-10-03T18:00,0.00,19.8,17.0,0.372,80.0,47.0,33.0,326.4,164.3,16.3,9.6,6.7,109.6,33.4
2021-10-03T19:00,0.00,14.0,15.9,0.371,1.0,0.0,1.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0
2021-10-03T20:00,0.00,12.6,15.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T21:00,0.00,10.4,14.2,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T22:00,0.00,7.9,13.8,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03T23:00,0.00,6.1,13.6,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T00:00,0.00,7.9,12.8,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T01:00,0.00,8.6,12.9,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T02:00,0.00,8.3,13.1,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T03:00,0.00,8.6,13.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T04:00,0.00,8.3,13.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T05:00,0.00,9.0,13.2,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T06:00,0.00,7.6,13.2,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T07:00,0.00,8.3,13.3,0.368,2.0,0.0,2.0,0.0,38.0,5.0,0.0,5.0,0.0,95.6
2021-10-04T08:00,0.00,17.3,13.6,0.368,63.0,26.0,37.0,157.0,224.5,98.3,40.6,57.7,158.4,350.1
2021-10-04T09:00,0.00,12.2,14.1,0.369,120.0,48.0,72.0,140.8,466.0,148.3,59.3,89.0,140.8,576.0
2021-10-04T10:00,0.00,14.4,14.8,0.368,169.0,42.0,127.0,85.6,671.0,190.8,47.4,143.4,85.6,757.7
2021-10-04T11:00,0.00,22.3,15.9,0.367,386.0,208.0,178.0,344.7,825.3,412.9,222.5,190.4,344.7,882.9
2021-10-04T12:00,0.00,25.6,16.8,0.378,349.0,190.0,159.0,282.9,918.5,358.3,195.1,163.2,282.9,943.0
2021-10-04T13:00,0.00,29.2,17.2,0.377,365.0,185.0,180.0,268.0,944.1,361.0,183.0,178.1,268.0,933.9
2021-10-04T14:00,0.00,31.3,17.5,0.377,377.0,207.0,170.0,314.4,900.5,358.5,196.8,161.6,314.4,856.3
2021-10-04T15:00,0.00,32.0,17.7,0.375,355.0,185.0,170.0,320.0,790.6,321.2,167.4,153.8,320.0,715.3
2021-10-04T16:00,0.00,29.5,17.7,0.374,285.0,160.0,125.0,352.0,621.8,238.6,134.0,104.7,352.0,520.6
2021-10-04T17:00,0.00,27.7,17.4,0.372,170.0,93.0,77.0,313.6,405.6,119.6,65.4,54.2,313.6,285.4
2021-10-04T18:00,0.00,24.8,16.8,0.371,50.0,22.0,28.0,155.9,156.8,8.2,3.6,4.6,41.6,25.8
2021-10-04T19:00,0.00,20.5,16.3,0.371,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
2021-10-04T20:00,0.00,22.0,16.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T21:00,0.00,20.2,15.7,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T22:00,0.00,21.6,15.5,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04T23:00,0.00,23.8,15.3,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T00:00,0.00,26.3,14.8,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T01:00,0.00,27.7,14.8,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T02:00,0.00,28.8,14.9,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T03:00,0.00,26.6,15.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T04:00,0.00,26.3,15.1,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T05:00,0.00,20.2,15.3,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T06:00,0.00,15.5,15.4,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T07:00,0.00,11.2,15.5,0.402,2.0,0.0,2.0,0.0,35.6,5.1,0.0,5.1,0.0,90.8
2021-10-05T08:00,0.00,11.2,15.8,0.398,29.0,0.0,29.0,0.0,219.6,45.6,0.0,45.6,0.0,345.2
2021-10-05T09:00,0.00,15.8,16.3,0.397,78.0,0.0,78.0,0.0,461.0,96.6,0.0,96.6,0.0,570.9
2021-10-05T10:00,0.00,19.8,17.0,0.395,182.0,24.0,158.0,49.3,665.8,205.7,27.1,178.5,49.3,752.3
2021-10-05T11:00,0.00,21.2,17.8,0.393,317.0,113.0,204.0,188.6,819.8,339.2,120.9,218.3,188.6,877.2
2021-10-05T12:00,0.00,23.4,18.6,0.395,419.0,220.0,199.0,329.9,912.6,430.2,225.9,204.3,329.9,937.0
2021-10-05T13:00,0.00,23.4,19.3,0.392,417.0,189.0,228.0,275.7,937.9,412.4,186.9,225.5,275.7,927.5
2021-10-05T14:00,0.00,25.9,19.9,0.389,462.0,254.0,208.0,388.8,894.0,439.0,241.4,197.7,388.8,849.5
2021-10-05T15:00,0.00,26.3,20.0,0.386,370.0,222.0,148.0,387.7,783.7,334.4,200.6,133.8,387.7,708.2
2021-10-05T16:00,0.00,25.9,20.0,0.383,309.0,175.0,134.0,389.7,614.6,258.1,146.2,111.9,389.7,513.3
2021-10-05T17:00,0.00,25.9,19.6,0.381,228.0,153.0,75.0,525.8,398.2,159.2,106.8,52.4,525.8,278.0
2021-10-05T18:00,0.00,21.6,18.8,0.379,68.0,39.0,29.0,282.0,149.3,8.3,4.8,3.6,54.8,18.3
2021-10-05T19:00,0.00,13.3,17.7,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T20:00,0.00,13.3,16.9,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T21:00,0.00,13.7,16.3,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T22:00,0.00,13.3,15.7,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05T23:00,0.00,12.6,15.2,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T00:00,0.00,12.2,15.8,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T01:00,0.00,14.8,15.2,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T02:00,0.00,11.5,14.7,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T03:00,0.00,10.1,14.3,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T04:00,0.00,10.4,13.9,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T05:00,0.00,10.1,13.6,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T06:00,0.00,9.7,13.4,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T07:00,0.00,10.4,13.1,0.369,5.0,1.0,4.0,14.8,33.2,13.0,2.6,10.4,29.8,86.0
2021-10-06T08:00,0.00,9.4,13.7,0.368,108.0,66.0,42.0,408.0,214.8,171.1,104.6,66.6,420.7,340.3
2021-10-06T09:00,0.00,10.1,15.0,0.367,289.0,225.0,64.0,675.5,456.0,358.5,279.1,79.4,675.5,565.8
2021-10-06T10:00,0.00,12.6,16.7,0.365,454.0,378.0,76.0,783.5,660.5,513.4,427.5,85.9,783.5,746.9
2021-10-06T11:00,0.00,13.3,18.4,0.362,582.0,496.0,86.0,834.0,814.2,622.9,530.9,92.0,834.0,871.5
2021-10-06T12:00,0.00,12.6,20.3,0.359,660.0,571.0,89.0,862.2,906.8,677.6,586.2,91.4,862.2,930.9
2021-10-06T13:00,0.00,14.0,21.4,0.356,681.0,591.0,90.0,868.5,931.7,673.3,584.3,89.0,868.5,921.1
2021-10-06T14:00,0.00,13.3,22.1,0.353,642.0,553.0,89.0,853.3,887.4,609.7,525.2,84.5,853.3,842.8
2021-10-06T15:00,0.00,15.5,22.3,0.350,547.0,462.0,85.0,814.4,776.8,493.8,417.0,76.7,814.4,701.2
2021-10-06T16:00,0.00,15.8,22.2,0.348,406.0,330.0,76.0,743.9,607.4,338.2,274.9,63.3,743.9,506.0
2021-10-06T17:00,0.00,15.8,21.5,0.347,234.0,173.0,61.0,606.1,390.8,162.0,119.7,42.2,606.1,270.5
2021-10-06T18:00,0.00,12.2,20.4,0.347,66.0,39.0,27.0,287.8,141.8,5.0,3.0,2.1,34.0,10.8
2021-10-06T19:00,0.00,13.3,19.1,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T20:00,0.00,13.0,18.2,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T21:00,0.00,11.9,17.4,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T22:00,0.00,11.2,16.8,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06T23:00,0.00,12.2,16.3,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T00:00,0.00,13.7,16.5,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T01:00,0.00,18.0,16.0,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T02:00,0.00,17.6,15.5,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T03:00,0.00,16.2,15.1,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T04:00,0.00,15.8,14.7,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T05:00,0.00,16.2,14.4,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T06:00,0.00,16.2,14.0,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07T07:00,0.00,16.2,13.8,0.345,4.0,1.0,3.0,15.2,30.7,10.6,2.6,7.9,30.3,81.2
2021-10-07T08:00,0.00,15.1,14.4,0.344,107.0,67.0,40.0,419.1,209.9,171.0,107.1,63.9,437.3,335.4
2021-10-07T09:00,0.00,15.8,15.7,0.343,286.0,223.0,63.0,677.4,451.0,355.5,277.2,78.3,677.4,560.6
2021-10-07T10:00,0.00,15.8,17.3,0.341,454.0,378.0,76.0,790.3,655.2,513.8,427.8,86.0,790.3,741.5
2021-10-07T11:00,0.00,15.8,19.0,0.339,584.0,502.0,82.0,850.4,808.7,625.2,537.4,87.8,850.4,865.8
2021-10-07T12:00,0.00,15.5,20.8,0.338,664.0,577.0,87.0,877.4,900.8,681.7,592.4,89.3,877.4,924.8
