dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
,2023-03-23 23:00:00 +0000 UTC,,12.5,10.8,9.8,11.3,,1015.5,992.4,97,4.43,,100.0,
,2023-03-24 00:00:00 +0000 UTC,,13.0,11.0,7.5,14.4,,1015.2,992.1,93,5.02,,100.0,
,2023-03-24 01:00:00 +0000 UTC,,13.1,11.4,7.5,14.4,,1015.2,992.1,96,4.88,,100.0,
,2023-03-24 02:00:00 +0000 UTC,,13.3,11.6,7.5,14.4,,1014.8,991.8,98,5.22,,100.0,
,2023-03-24 03:00:00 +0000 UTC,,13.0,12.1,7.5,14.4,,1015.1,992.0,98,3.49,,100.0,
,2023-03-24 04:00:00 +0000 UTC,,12.4,11.5,7.5,14.4,,1015.2,992.1,94,2.64,,100.0,
,2023-03-24 05:00:00 +0000 UTC,,12.2,11.7,7.5,14.4,,1015.8,992.6,93,1.61,,100.0,
,2023-03-24 06:00:00 +0000 UTC,,11.7,11.3,7.5,14.4,,1016.7,993.5,96,1.43,,100.0,
,2023-03-24 07:00:00 +0000 UTC,,11.4,10.8,7.5,14.4,,1017.7,994.4,96,1.61,,100.0,
,2023-03-24 08:00:00 +0000 UTC,,12.0,11.0,7.5,14.4,,1018.9,995.7,91,2.22,,40.0,
,2023-03-24 09:00:00 +0000 UTC,,13.1,12.1,7.5,14.4,,1019.7,996.5,84,2.21,,22.0,
,2023-03-24 10:00:00 +0000 UTC,,14.1,12.4,7.5,14.4,,1020.4,997.3,74,3.0,,49.0,
,2023-03-24 11:00:00 +0000 UTC,,14.9,12.7,7.5,14.4,,1021.4,998.3,67,3.8,,18.0,
,2023-03-24 12:00:00 +0000 UTC,,15.5,13.8,7.5,14.4,,1021.7,998.7,63,3.73,,17.0,
,2023-03-24 13:00:00 +0000 UTC,,15.9,14.4,7.5,14.4,,1021.9,998.9,60,3.81,,14.0,
,2023-03-24 14:00:00 +0000 UTC,,15.8,13.9,7.5,14.4,,1022.0,999.0,58,3.7,,5.0,
,2023-03-24 15:00:00 +0000 UTC,,15.5,13.2,7.5,14.4,,1022.1,999.1,54,3.4,,1.0,
,2023-03-24 16:00:00 +0000 UTC,,15.0,12.4,7.5,14.4,,1022.2,999.1,57,3.3,,4.0,
,2023-03-24 17:00:00 +0000 UTC,,14.2,11.6,7.5,14.4,,1022.5,999.4,60,3.5,,5.0,
,2023-03-24 18:00:00 +0000 UTC,,13.1,11.2,7.5,14.4,,1022.9,999.7,70,2.61,,3.0,
,2023-03-24 19:00:00 +0000 UTC,,10.7,9.4,7.5,14.4,,1023.2,999.8,85,1.73,,1.0,
,2023-03-24 20:00:00 +0000 UTC,,9.1,7.5,7.5,14.4,,1023.9,1000.3,92,2.01,,4.0,
,2023-03-24 21:00:00 +0000 UTC,,10.6,9.5,7.5,14.4,,1024.1,1000.6,87,1.35,,4.0,
,2023-03-24 22:00:00 +0000 UTC,,9.4,8.4,7.5,14.4,,1024.3,1000.7,91,0.86,,0.0,
,2023-03-24 23:00:00 +0000 UTC,,8.7,7.6,7.5,14.4,,1024.5,1000.9,93,1.03,,1.0,
,2023-03-25 00:00:00 +0000 UTC,,6.7,4.9,2.9,12.7,,1024.9,1001.1,95,1.61,,2.0,
,2023-03-25 01:00:00 +0000 UTC,,6.9,4.9,2.9,12.7,,1024.9,1001.1,92,1.87,,25.0,
,2023-03-25 02:00:00 +0000 UTC,,6.0,3.7,2.9,12.7,,1024.3,1000.4,93,2.04,,18.0,
,2023-03-25 03:00:00 +0000 UTC,,5.3,2.9,2.9,12.7,,1023.8,999.9,93,2.02,,47.0,
,2023-03-25 04:00:00 +0000 UTC,,6.1,4.0,2.9,12.7,,1023.6,999.8,91,1.68,,78.0,
,2023-03-25 05:00:00 +0000 UTC,,6.8,4.7,2.9,12.7,,1023.4,999.6,91,1.8,,88.0,
,2023-03-25 06:00:00 +0000 UTC,,7.2,5.2,2.9,12.7,,1023.3,999.6,92,1.8,,75.0,
,2023-03-25 07:00:00 +0000 UTC,,7.2,5.0,2.9,12.7,,1023.4,999.7,92,2.36,,89.0,
,2023-03-25 08:00:00 +0000 UTC,,8.6,6.4,2.9,12.7,,1023.5,999.9,89,2.62,,80.0,
,2023-03-25 09:00:00 +0000 UTC,,10.6,8.7,2.9,12.7,,1023.5,1000.0,84,2.64,,35.0,
,2023-03-25 10:00:00 +0000 UTC,,13.0,10.8,2.9,12.7,,1023.6,1000.3,71,3.23,,52.0,
,2023-03-25 11:00:00 +0000 UTC,,14.9,12.3,2.9,12.7,,1023.3,1000.2,62,3.86,,100.0,
,2023-03-25 12:00:00 +0000 UTC,,15.4,12.7,2.9,12.7,,1022.9,999.8,62,4.37,,100.0,
,2023-03-25 13:00:00 +0000 UTC,,15.5,12.7,2.9,12.7,,1022.6,999.6,62,4.56,,100.0,
,2023-03-25 14:00:00 +0000 UTC,,14.8,11.6,2.9,12.7,,1022.5,999.4,63,4.94,,100.0,
,2023-03-25 15:00:00 +0000 UTC,,14.5,11.6,2.9,12.7,,1022.5,999.4,66,4.72,,100.0,
,2023-03-25 16:00:00 +0000 UTC,,14.0,11.1,2.9,12.7,,1022.2,999.0,72,4.92,,100.0,
,2023-03-25 17:00:00 +0000 UTC,,13.6,10.9,2.9,12.7,,1021.8,998.6,79,5.22,,100.0,
,2023-03-25 18:00:00 +0000 UTC,,13.6,11.2,2.9,12.7,,1021.6,998.4,87,5.46,,100.0,
,2023-03-25 19:00:00 +0000 UTC,,13.1,11.0,2.9,12.7,,1021.8,998.6,92,4.94,,100.0,
,2023-03-25 20:00:00 +0000 UTC,,13.3,11.2,2.9,12.7,,1021.7,998.5,95,5.54,,100.0,
,2023-03-25 21:00:00 +0000 UTC,,13.4,11.7,2.9,12.7,,1022.0,998.8,96,5.0,,100.0,
,2023-03-25 22:00:00 +0000 UTC,,13.2,11.7,2.9,12.7,,1022.2,999.0,97,4.68,,100.0,
,2023-03-25 23:00:00 +0000 UTC,,13.0,12.1,2.9,12.7,,1022.7,999.5,96,3.23,,48.0,
,2023-03-26 00:00:00 +0000 UTC,,11.7,11.3,3.9,13.4,,1022.9,999.5,96,1.43,,52.0,
,2023-03-26 01:00:00 +0000 UTC,,10.0,9.0,3.9,13.4,,1022.7,999.2,98,1.65,,46.0,
,2023-03-26 02:00:00 +0000 UTC,,9.2,8.0,3.9,13.4,,1022.9,999.3,98,1.82,,92.0,
,2023-03-26 03:00:00 +0000 UTC,,9.4,8.3,3.9,13.4,,1022.8,999.3,97,1.6,,93.0,
,2023-03-26 04:00:00 +0000 UTC,,9.8,9.0,3.9,13.4,,1022.8,999.3,97,1.2,,85.0,
,2023-03-26 05:00:00 +0000 UTC,,9.7,8.8,3.9,13.4,,1023.2,999.7,97,1.22,,92.0,
,2023-03-26 06:00:00 +0000 UTC,,9.6,8.7,3.9,13.4,,1023.6,1000.1,96,1.24,,14.0,
,2023-03-26 07:00:00 +0000 UTC,,9.4,8.4,3.9,13.4,,1024.2,1000.6,95,1.12,,30.0,
,2023-03-26 08:00:00 +0000 UTC,,10.8,9.8,3.9,13.4,,1025.1,1001.6,90,1.56,,69.0,
,2023-03-26 09:00:00 +0000 UTC,,12.1,10.0,3.9,13.4,,1025.6,1002.2,72,2.76,,34.0,
,2023-03-26 10:00:00 +0000 UTC,,13.1,10.4,3.9,13.4,,1026.0,1002.7,67,3.78,,42.0,
,2023-03-26 11:00:00 +0000 UTC,,14.3,11.4,3.9,13.4,,1026.3,1003.1,58,4.26,,57.0,
,2023-03-26 12:00:00 +0000 UTC,,15.0,12.4,3.9,13.4,,1026.1,1002.9,55,3.58,,76.0,
,2023-03-26 13:00:00 +0000 UTC,,15.4,12.7,3.9,13.4,,1025.9,1002.8,54,3.76,,40.0,
,2023-03-26 14:00:00 +0000 UTC,,15.8,13.4,3.9,13.4,,1025.7,1002.6,52,3.98,,17.0,
,2023-03-26 15:00:00 +0000 UTC,,15.5,13.1,3.9,13.4,,1025.5,1002.4,54,3.89,,39.0,
,2023-03-26 16:00:00 +0000 UTC,,15.0,12.3,3.9,13.4,,1025.4,1002.3,56,3.61,,23.0,
,2023-03-26 17:00:00 +0000 UTC,,14.5,11.7,3.9,13.4,,1025.1,1001.9,58,3.45,,1.0,
,2023-03-26 18:00:00 +0000 UTC,,13.3,11.0,3.9,13.4,,1025.1,1001.8,65,2.79,,4.0,
,2023-03-26 19:00:00 +0000 UTC,,10.4,8.4,3.9,13.4,,1025.5,1002.0,74,2.08,,10.0,
,2023-03-26 20:00:00 +0000 UTC,,9.2,7.0,3.9,13.4,,1026.0,1002.4,78,2.02,,4.0,
,2023-03-26 21:00:00 +0000 UTC,,8.3,6.1,3.9,13.4,,1026.0,1002.3,80,2.01,,16.0,
,2023-03-26 22:00:00 +0000 UTC,,7.1,4.7,3.9,13.4,,1026.0,1002.2,85,2.12,,21.0,
,2023-03-26 23:00:00 +0000 UTC,,6.3,3.9,3.9,13.4,,1025.7,1001.8,87,1.97,,29.0,
,2023-03-27 00:00:00 +0000 UTC,,6.3,4.0,0.4,19.6,,1025.7,1001.8,87,1.84,,28.0,
,2023-03-27 01:00:00 +0000 UTC,,5.3,3.3,0.4,19.6,,1025.6,1001.7,91,1.21,,20.0,
,2023-03-27 02:00:00 +0000 UTC,,4.7,2.5,0.4,19.6,,1025.4,1001.4,93,1.34,,0.0,
,2023-03-27 03:00:00 +0000 UTC,,4.3,2.0,0.4,19.6,,1024.8,1000.8,93,1.39,,0.0,
,2023-03-27 04:00:00 +0000 UTC,,3.5,1.1,0.4,19.6,,1024.2,1000.1,95,1.36,,0.0,
,2023-03-27 05:00:00 +0000 UTC,,3.1,0.8,0.4,19.6,,1024.0,999.9,95,1.1,,0.0,
,2023-03-27 06:00:00 +0000 UTC,,2.8,0.4,0.4,19.6,,1023.9,999.8,94,1.22,,0.0,
,2023-03-27 07:00:00 +0000 UTC,,3.7,1.1,0.4,19.6,,1023.9,999.9,91,1.55,,0.0,
,2023-03-27 08:00:00 +0000 UTC,,7.9,5.4,0.4,19.6,,1023.9,1000.2,79,2.3,,0.0,
,2023-03-27 09:00:00 +0000 UTC,,12.2,10.3,0.4,19.6,,1023.9,1000.6,68,1.9,,0.0,
,2023-03-27 10:00:00 +0000 UTC,,14.8,12.3,0.4,19.6,,1023.8,1000.7,57,2.97,,0.0,
,2023-03-27 11:00:00 +0000 UTC,,16.5,14.6,0.4,19.6,,1023.6,1000.6,53,3.36,,0.0,
,2023-03-27 12:00:00 +0000 UTC,,18.3,17.0,0.4,19.6,,1023.1,1000.3,45,3.02,,0.0,
,2023-03-27 13:00:00 +0000 UTC,,19.3,18.7,0.4,19.6,,1022.6,999.9,43,2.48,,0.0,
,2023-03-27 14:00:00 +0000 UTC,,19.9,19.6,0.4,19.6,,1022.2,999.5,43,2.02,,0.0,
,2023-03-27 15:00:00 +0000 UTC,,20.4,19.6,0.4,19.6,,1021.7,999.1,42,1.82,,3.0,
,2023-03-27 16:00:00 +0000 UTC,,20.3,18.8,0.4,19.6,,1021.3,998.7,41,1.63,,19.0,
,2023-03-27 17:00:00 +0000 UTC,,18.5,17.0,0.4,19.6,,1021.3,998.5,56,2.7,,29.0,
,2023-03-27 18:00:00 +0000 UTC,,15.9,15.8,0.4,19.6,,1021.1,998.1,76,1.1,,30.0,
,2023-03-27 19:00:00 +0000 UTC,,12.4,11.4,0.4,19.6,,1021.1,997.8,82,1.7,,30.0,
,2023-03-27 20:00:00 +0000 UTC,,13.6,13.0,0.4,19.6,,1021.4,998.2,76,0.82,,30.0,
,2023-03-27 21:00:00 +0000 UTC,,13.2,12.8,0.4,19.6,,1021.8,998.6,77,0.6,,34.0,
,2023-03-27 22:00:00 +0000 UTC,,13.0,12.6,0.4,19.6,,1021.9,998.7,78,0.32,,28.0,
,2023-03-27 23:00:00 +0000 UTC,,10.1,8.6,0.4,19.6,,1021.8,998.3,86,1.75,,13.0,
,2023-03-28 00:00:00 +0000 UTC,,9.8,8.2,5.9,20.8,,1021.8,998.3,85,1.73,,0.0,
,2023-03-28 01:00:00 +0000 UTC,,8.7,6.9,5.9,20.8,,1021.4,997.8,86,1.8,,0.0,
,2023-03-28 02:00:00 +0000 UTC,,8.1,6.3,5.9,20.8,,1020.9,997.3,86,1.6,,5.0,
,2023-03-28 03:00:00 +0000 UTC,,7.8,6.0,5.9,20.8,,1020.6,997.0,86,1.3,,40.0,
,2023-03-28 04:00:00 +0000 UTC,,7.8,5.9,5.9,20.8,,1020.6,997.0,85,1.51,,40.0,
,2023-03-28 05:00:00 +0000 UTC,,8.4,6.3,5.9,20.8,,1020.4,996.8,81,1.87,,8.0,
,2023-03-28 06:00:00 +0000 UTC,,8.3,6.1,5.9,20.8,,1020.4,996.8,80,2.02,,11.0,
,2023-03-28 07:00:00 +0000 UTC,,8.9,6.8,5.9,20.8,,1020.5,997.0,78,1.99,,14.0,
,2023-03-28 08:00:00 +0000 UTC,,12.2,10.5,5.9,20.8,,1020.8,997.5,73,2.06,,16.0,
,2023-03-28 09:00:00 +0000 UTC,,15.8,15.2,5.9,20.8,,1021.1,998.1,72,1.84,,30.0,
,2023-03-28 10:00:00 +0000 UTC,,19.0,18.4,5.9,20.8,,1021.0,998.3,61,2.13,,33.0,
,2023-03-28 11:00:00 +0000 UTC,,21.1,20.5,5.9,20.8,,1021.3,998.7,49,2.43,,29.0,
,2023-03-28 12:00:00 +0000 UTC,,21.8,20.5,5.9,20.8,,1021.1,998.6,38,2.81,,37.0,
,2023-03-28 13:00:00 +0000 UTC,,21.9,20.5,5.9,20.8,,1020.7,998.2,39,3.23,,77.0,
,2023-03-28 14:00:00 +0000 UTC,,22.1,20.8,5.9,20.8,,1020.5,998.0,40,3.33,,52.0,
,2023-03-28 15:00:00 +0000 UTC,,21.9,20.4,5.9,20.8,,1020.1,997.6,41,3.11,,29.0,
,2023-03-28 16:00:00 +0000 UTC,,21.1,19.5,5.9,20.8,,1020.0,997.4,47,2.72,,5.0,
,2023-03-28 17:00:00 +0000 UTC,,20.1,19.2,5.9,20.8,,1019.5,996.9,53,1.91,,5.0,
,2023-03-28 18:00:00 +0000 UTC,,18.2,18.8,5.9,20.8,,1019.5,996.7,74,1.12,,2.0,
,2023-03-28 19:00:00 +0000 UTC,,18.2,17.6,5.9,20.8,,1019.6,996.8,57,1.03,,9.0,
,2023-03-28 20:00:00 +0000 UTC,,15.8,15.3,5.9,20.8,,1019.9,996.9,68,1.12,,12.0,
,2023-03-28 21:00:00 +0000 UTC,,13.1,12.3,5.9,20.8,,1020.1,996.9,81,1.55,,7.0,
,2023-03-28 22:00:00 +0000 UTC,,14.8,14.5,5.9,20.8,,1020.2,997.2,74,0.85,,42.0,
,2023-03-28 23:00:00 +0000 UTC,,14.1,13.6,5.9,20.8,,1020.4,997.3,77,1.2,,71.0,
,2023-03-29 00:00:00 +0000 UTC,,11.9,11.5,10.1,18.1,,1020.7,997.4,87,0.61,,64.0,
,2023-03-29 01:00:00 +0000 UTC,,12.3,11.2,10.1,18.1,,1020.3,997.1,82,1.7,,32.0,
,2023-03-29 02:00:00 +0000 UTC,,11.9,10.7,10.1,18.1,,1019.6,996.3,82,1.89,,50.0,
,2023-03-29 03:00:00 +0000 UTC,,11.5,10.1,10.1,18.1,,1019.4,996.1,82,1.86,,71.0,
,2023-03-29 04:00:00 +0000 UTC,,11.8,10.3,10.1,18.1,,1018.8,995.6,78,1.94,,79.0,
,2023-03-29 05:00:00 +0000 UTC,,12.5,10.4,10.1,18.1,,1018.3,995.1,72,2.84,,89.0,
,2023-03-29 06:00:00 +0000 UTC,,13.5,11.8,10.1,18.1,,1018.5,995.4,67,1.94,,79.0,
,2023-03-29 07:00:00 +0000 UTC,,13.0,11.5,10.1,18.1,,1019.2,996.0,72,1.88,,87.0,
,2023-03-29 08:00:00 +0000 UTC,,15.5,13.7,10.1,18.1,,1019.5,996.5,61,2.46,,77.0,
,2023-03-29 09:00:00 +0000 UTC,,17.8,15.8,10.1,18.1,,1019.7,996.9,55,3.24,,65.0,
,2023-03-29 10:00:00 +0000 UTC,,19.4,17.2,10.1,18.1,,1019.7,997.0,51,3.71,,56.0,
,2023-03-29 11:00:00 +0000 UTC,,19.8,16.2,10.1,18.1,,1019.7,997.1,47,5.97,,56.0,
,2023-03-29 12:00:00 +0000 UTC,,20.7,16.9,10.1,18.1,,1019.6,997.0,41,5.94,,50.0,
,2023-03-29 13:00:00 +0000 UTC,,20.8,18.1,10.1,18.1,,1019.2,996.6,44,6.09,,32.0,
,2023-03-29 14:00:00 +0000 UTC,,20.4,17.2,10.1,18.1,,1019.6,997.0,48,6.69,,30.0,
,2023-03-29 15:00:00 +0000 UTC,,19.0,16.2,10.1,18.1,,1020.0,997.3,57,6.75,,0.0,
,2023-03-29 16:00:00 +0000 UTC,,17.8,15.4,10.1,18.1,,1020.4,997.6,67,5.8,,0.0,
,2023-03-29 17:00:00 +0000 UTC,,17.0,14.3,10.1,18.1,,1020.6,997.7,72,6.51,,90.0,
,2023-03-29 18:00:00 +0000 UTC,,15.8,14.1,10.1,18.1,,1020.5,997.5,80,4.72,,100.0,
,2023-03-29 19:00:00 +0000 UTC,,15.2,13.8,10.1,18.1,,1021.2,998.2,85,4.34,,100.0,
,2023-03-29 20:00:00 +0000 UTC,,14.8,13.7,10.1,18.1,,1021.2,998.1,89,4.09,,74.0,
,2023-03-29 21:00:00 +0000 UTC,,14.5,13.3,10.1,18.1,,1021.8,998.7,91,4.14,,96.0,
,2023-03-29 22:00:00 +0000 UTC,,14.5,13.3,10.1,18.1,,1022.3,999.2,92,4.22,,79.0,
,2023-03-29 23:00:00 +0000 UTC,,14.0,13.0,10.1,18.1,,1022.1,999.0,95,3.98,,100.0,
,2023-03-30 00:00:00 +0000 UTC,,13.7,12.4,11.9,13.6,,1022.7,999.5,93,4.1,,100.0,
,2023-03-30 01:00:00 +0000 UTC,,13.4,12.0,11.9,13.6,,1022.6,999.4,96,4.39,,100.0,
,2023-03-30 02:00:00 +0000 UTC,,13.5,12.5,11.9,13.6,,1022.4,999.2,96,3.7,,73.0,
,2023-03-30 03:00:00 +0000 UTC,,13.0,12.5,11.9,13.6,,1022.5,999.3,98,2.64,,96.0,
,2023-03-30 04:00:00 +0000 UTC,,13.1,12.6,11.9,13.6,,1022.5,999.3,99,2.77,,100.0,
,2023-03-30 05:00:00 +0000 UTC,,12.6,12.2,11.9,13.6,,1022.7,999.4,99,2.4,,100.0,
,2023-03-30 06:00:00 +0000 UTC,,12.8,12.2,11.9,13.6,,1022.5,999.2,99,2.84,,100.0,
,2023-03-30 07:00:00 +0000 UTC,,13.0,12.1,11.9,13.6,,1023.2,999.9,97,3.48,,100.0,
,2023-03-30 08:00:00 +0000 UTC,,13.5,12.3,11.9,13.6,,1023.4,1000.2,94,3.98,,100.0,
,2023-03-30 09:00:00 +0000 UTC,,15.0,13.0,11.9,13.6,,1023.6,1000.5,84,5.1,,62.0,
,2023-03-30 10:00:00 +0000 UTC,,16.0,13.3,11.9,13.6,,1024.0,1001.0,73,6.0,,76.0,
,2023-03-30 11:00:00 +0000 UTC,,16.8,13.6,11.9,13.6,,1024.1,1001.1,66,6.28,,100.0,
,2023-03-30 12:00:00 +0000 UTC,,16.7,13.4,11.9,13.6,,1024.0,1001.0,66,6.52,,100.0,
,2023-03-30 13:00:00 +0000 UTC,,17.0,13.3,11.9,13.6,,1024.1,1001.1,65,7.38,,100.0,
,2023-03-30 14:00:00 +0000 UTC,,16.9,13.2,11.9,13.6,,1024.0,1001.0,66,7.44,,100.0,
,2023-03-30 15:00:00 +0000 UTC,,16.4,12.8,11.9,13.6,,1023.7,1000.7,67,7.1,,87.0,
,2023-03-30 16:00:00 +0000 UTC,,16.6,12.7,11.9,13.6,,1023.3,1000.3,64,7.44,,92.0,
,2023-03-30 17:00:00 +0000 UTC,,15.7,12.4,11.9,13.6,,1023.5,1000.5,72,6.63,,100.0,
,2023-03-30 18:00:00 +0000 UTC,,14.8,12.3,11.9,13.6,,1023.9,1000.8,82,5.83,,100.0,
,2023-03-30 19:00:00 +0000 UTC,,14.0,11.9,11.9,13.6,,1023.8,1000.6,90,5.46,,100.0,
,2023-03-30 20:00:00 +0000 UTC,,13.9,12.2,11.9,13.6,,1024.2,1001.0,94,4.92,,100.0,
,2023-03-30 21:00:00 +0000 UTC,,14.0,12.3,11.9,13.6,,1024.3,1001.1,94,5.13,,100.0,
,2023-03-30 22:00:00 +0000 UTC,,14.0,12.2,11.9,13.6,,1024.3,1001.1,95,5.42,,100.0,
,2023-03-30 23:00:00 +0000 UTC,,14.0,12.4,11.9,13.6,,1024.1,1000.9,95,5.08,,100.0,
,2023-03-31 00:00:00 +0000 UTC,,14.0,12.0,9.2,13.6,,1023.4,1000.2,96,5.84,,100.0,
,2023-03-31 01:00:00 +0000 UTC,,14.1,12.0,9.2,13.6,,1023.2,1000.0,96,6.25,,100.0,
,2023-03-31 02:00:00 +0000 UTC,,14.1,12.1,9.2,13.6,,1022.9,999.7,97,6.13,,100.0,
,2023-03-31 03:00:00 +0000 UTC,,13.8,12.5,9.2,13.6,,1023.0,999.8,95,4.37,,100.0,
,2023-03-31 04:00:00 +0000 UTC,,13.6,12.9,9.2,13.6,,1023.0,999.8,96,3.11,,100.0,
,2023-03-31 05:00:00 +0000 UTC,,13.4,12.9,9.2,13.6,,1023.3,1000.1,95,2.5,,100.0,
,2023-03-31 06:00:00 +0000 UTC,,13.1,12.7,9.2,13.6,,1023.7,1000.4,95,2.2,,100.0,
,2023-03-31 07:00:00 +0000 UTC,,13.0,12.7,9.2,13.6,,1024.6,1001.3,95,1.91,,100.0,
,2023-03-31 08:00:00 +0000 UTC,,13.4,12.7,9.2,13.6,,1025.1,1001.8,91,2.5,,100.0,
,2023-03-31 09:00:00 +0000 UTC,,13.8,12.6,9.2,13.6,,1024.6,1001.4,86,3.13,,100.0,
,2023-03-31 10:00:00 +0000 UTC,,14.4,12.5,9.2,13.6,,1025.3,1002.1,80,4.1,,60.0,
,2023-03-31 11:00:00 +0000 UTC,,15.7,13.5,9.2,13.6,,1025.5,1002.4,70,4.7,,86.0,
,2023-03-31 12:00:00 +0000 UTC,,16.0,13.6,9.2,13.6,,1025.2,1002.1,65,4.5,,100.0,
,2023-03-31 13:00:00 +0000 UTC,,15.6,13.0,9.2,13.6,,1025.1,1002.0,66,4.61,,100.0,
,2023-03-31 14:00:00 +0000 UTC,,15.1,12.4,9.2,13.6,,1025.1,1002.0,70,5.1,,100.0,
,2023-03-31 15:00:00 +0000 UTC,,14.8,12.1,9.2,13.6,,1024.9,1001.8,72,5.1,,95.0,
,2023-03-31 16:00:00 +0000 UTC,,14.8,12.2,9.2,13.6,,1025.1,1001.9,73,5.0,,67.0,
,2023-03-31 17:00:00 +0000 UTC,,14.1,11.7,9.2,13.6,,1025.2,1002.0,74,4.5,,70.0,
,2023-03-31 18:00:00 +0000 UTC,,13.4,11.3,9.2,13.6,,1025.2,1001.9,78,3.92,,75.0,
,2023-03-31 19:00:00 +0000 UTC,,12.4,11.0,9.2,13.6,,1025.7,1002.3,85,2.71,,20.0,
,2023-03-31 20:00:00 +0000 UTC,,10.9,10.2,9.2,13.6,,1025.8,1002.3,94,1.4,,40.0,
,2023-03-31 21:00:00 +0000 UTC,,10.1,9.2,9.2,13.6,,1026.6,1003.0,95,1.5,,33.0,
,2023-03-31 22:00:00 +0000 UTC,,10.1,9.2,9.2,13.6,,1026.7,1003.1,96,1.41,,89.0,
,2023-03-31 23:00:00 +0000 UTC,,10.7,10.2,9.2,13.6,,1026.4,1002.9,95,1.06,,100.0,
,2023-04-01 00:00:00 +0000 UTC,,11.9,11.5,6.6,14.8,,1026.3,1002.9,94,1.26,,100.0,
,2023-04-01 01:00:00 +0000 UTC,,12.0,11.6,6.6,14.8,,1025.8,1002.4,93,1.39,,100.0,
,2023-04-01 02:00:00 +0000 UTC,,11.9,11.4,6.6,14.8,,1025.3,1001.9,94,1.51,,100.0,
,2023-04-01 03:00:00 +0000 UTC,,11.7,11.4,6.6,14.8,,1025.2,1001.8,94,1.2,,95.0,
,2023-04-01 04:00:00 +0000 UTC,,11.5,11.4,6.6,14.8,,1024.9,1001.5,96,0.64,,98.0,
,2023-04-01 05:00:00 +0000 UTC,,11.3,11.1,6.6,14.8,,1025.0,1001.6,97,0.91,,100.0,
,2023-04-01 06:00:00 +0000 UTC,,11.6,11.8,6.6,14.8,,1024.9,1001.5,96,0.36,,100.0,
,2023-04-01 07:00:00 +0000 UTC,,11.9,12.0,6.6,14.8,,1025.1,1001.7,94,0.32,,100.0,
,2023-04-01 08:00:00 +0000 UTC,,12.1,11.9,6.6,14.8,,1025.5,1002.1,91,0.71,,100.0,
,2023-04-01 09:00:00 +0000 UTC,,12.3,12.2,6.6,14.8,,1025.8,1002.4,88,0.36,,100.0,
,2023-04-01 10:00:00 +0000 UTC,,12.4,12.2,6.6,14.8,,1026.0,1002.6,87,0.5,,100.0,
,2023-04-01 11:00:00 +0000 UTC,,12.9,12.4,6.6,14.8,,1025.8,1002.5,86,1.35,,100.0,
,2023-04-01 12:00:00 +0000 UTC,,13.9,13.2,6.6,14.8,,1024.8,1001.6,82,1.84,,100.0,
,2023-04-01 13:00:00 +0000 UTC,,14.5,13.6,6.6,14.8,,1024.6,1001.4,77,2.1,,100.0,
,2023-04-01 14:00:00 +0000 UTC,,15.5,14.8,6.6,14.8,,1024.8,1001.7,73,1.86,,100.0,
,2023-04-01 15:00:00 +0000 UTC,,15.5,14.7,6.6,14.8,,1024.5,1001.4,71,1.91,,100.0,
,2023-04-01 16:00:00 +0000 UTC,,16.3,14.8,6.6,14.8,,1024.1,1001.1,67,3.09,,86.0,
,2023-04-01 17:00:00 +0000 UTC,,16.1,14.3,6.6,14.8,,1024.1,1001.1,69,3.79,,21.0,
,2023-04-01 18:00:00 +0000 UTC,,15.2,13.5,6.6,14.8,,1024.4,1001.3,71,3.38,,2.0,
,2023-04-01 19:00:00 +0000 UTC,,12.7,10.8,6.6,14.8,,1024.8,1001.5,76,3.07,,0.0,
,2023-04-01 20:00:00 +0000 UTC,,11.1,9.3,6.6,14.8,,1025.5,1002.0,83,2.64,,0.0,
,2023-04-01 21:00:00 +0000 UTC,,10.1,8.3,6.6,14.8,,1026.2,1002.6,87,2.52,,0.0,
,2023-04-01 22:00:00 +0000 UTC,,9.6,7.5,6.6,14.8,,1026.7,1003.1,82,2.6,,0.0,
,2023-04-01 23:00:00 +0000 UTC,,9.1,6.6,6.6,14.8,,1027.1,1003.4,78,2.7,,0.0,
,2023-04-02 00:00:00 +0000 UTC,,8.4,5.9,0.0,19.1,,1027.1,1003.4,78,2.3,,0.0,
,2023-04-02 01:00:00 +0000 UTC,,7.0,4.6,0.0,19.1,,1027.1,1003.3,82,1.87,,7.0,
,2023-04-02 02:00:00 +0000 UTC,,5.9,3.5,0.0,19.1,,1027.2,1003.3,85,1.88,,13.0,
,2023-04-02 03:00:00 +0000 UTC,,5.2,2.6,0.0,19.1,,1027.1,1003.1,87,1.91,,30.0,
,2023-04-02 04:00:00 +0000 UTC,,4.2,1.5,0.0,19.1,,1027.0,1002.9,90,1.84,,26.0,
,2023-04-02 05:00:00 +0000 UTC,,3.0,0.0,0.0,19.1,,1027.3,1003.1,91,2.13,,2.0,
,2023-04-02 06:00:00 +0000 UTC,,3.1,0.3,0.0,19.1,,1027.5,1003.3,89,1.75,,1.0,
,2023-04-02 07:00:00 +0000 UTC,,4.5,1.8,0.0,19.1,,1027.6,1003.5,84,1.72,,0.0,
,2023-04-02 08:00:00 +0000 UTC,,7.6,5.3,0.0,19.1,,1027.8,1004.0,78,1.66,,6.0,
