Company Name,Model Name,Model Year,Kilometers,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Price,Mapped_colors
10,71,2017,165762,2,1500,0,1,0,0,2975000,1
28,53,2001,241401,2,1300,1,4,1,0,880000,0
28,53,2018,56327,2,1800,1,4,0,0,3540000,0
28,53,2011,180246,2,1300,1,4,1,0,1400000,0
10,48,2002,284853,2,1300,1,4,1,0,775000,3
28,53,2012,193121,2,1300,1,4,1,0,1400000,2
28,181,2017,112654,2,1000,0,1,0,1,2375000,2
7,59,2005,268747,2,800,1,1,0,0,640000,2
27,108,2011,80467,2,800,1,1,1,0,725000,0
28,53,2015,67098,2,1800,1,4,0,0,2750000,3
27,29,1998,160934,2,800,1,2,1,0,310000,0
28,181,2010,120700,2,1000,0,1,0,0,1480000,2
10,48,2018,16093,2,1300,1,4,1,0,2400000,0
28,181,2016,127942,2,1000,0,1,0,1,2150000,2
28,53,2007,286463,2,1500,0,4,0,0,2080000,2
28,53,2018,78857,2,1300,1,4,1,0,2700000,0
10,48,2011,257495,2,1300,1,4,1,0,1625000,0
28,123,2007,131966,2,1000,0,1,0,0,1300000,0
7,110,2014,54717,2,660,0,1,0,0,1550000,3
27,58,2011,156106,2,1000,1,1,1,0,920000,0
28,181,2017,85295,2,1000,0,1,0,1,2375000,1
27,168,2011,209214,2,1300,1,1,1,0,1250000,0
27,14,2019,19312,2,660,1,1,1,0,1370000,0
27,108,2019,21404,2,800,1,1,1,0,950000,2
28,181,2002,160934,2,1000,0,1,0,0,970000,2
10,48,2017,136794,2,1500,1,4,1,0,2250000,2
7,113,2015,88513,2,660,0,1,0,0,1600000,2
27,101,2006,186683,2,1300,1,4,1,0,720000,0
27,58,2013,72742,2,1000,1,1,1,0,1045000,0
28,53,2013,80467,2,1300,1,4,1,0,1580000,2
28,99,2002,156106,2,4663,0,3,0,0,4850000,0
27,108,2008,160934,2,800,1,1,1,0,595000,0
27,14,2017,51499,2,660,0,1,0,1,1580000,1
28,53,2016,79179,2,1300,1,4,1,0,2350000,2
28,53,2004,563270,0,2000,1,4,1,0,950000,0
28,53,2019,24140,2,1800,1,4,0,0,3900000,0
1,3,2017,72420,2,1200,1,4,0,0,5700000,0
28,181,2011,177027,2,1000,0,1,0,0,1475000,2
10,48,2018,56327,2,1500,1,4,0,0,2625000,0
28,53,2018,54717,2,1300,1,4,0,0,2800000,0
27,108,1990,193121,2,800,1,1,1,0,280000,0
28,53,2016,123919,2,1600,1,4,0,0,2875000,2
27,108,2006,225308,2,800,1,1,1,0,370000,2
27,29,1991,218870,2,800,1,2,1,0,360000,0
22,50,2015,249448,2,660,0,2,0,1,1290000,0
27,58,2014,69530,2,1000,1,1,1,0,945000,1
27,14,2011,225308,2,1000,1,1,1,0,770000,2
28,53,2018,69201,2,1300,1,4,1,0,2720000,2
28,53,2007,291677,2,1300,1,4,1,0,1025000,2
28,132,2004,233354,2,2700,0,3,0,0,4975000,0
10,49,2005,333858,2,1500,1,4,1,0,945000,2
27,108,2017,64373,2,800,1,1,1,0,750000,0
27,108,1993,354055,2,800,1,1,1,0,250000,0
28,53,2016,131966,2,1500,0,4,0,0,3250000,3
27,108,2017,61155,2,800,1,1,1,0,800000,2
28,53,2017,133575,2,1300,1,4,1,0,1975000,0
29,31,2019,62764,2,800,1,1,1,0,820000,0
27,58,2006,160934,2,1000,1,1,1,0,710000,3
27,58,2006,160934,2,1000,1,1,1,0,630000,0
27,108,2018,9656,2,800,1,1,1,0,980000,3
27,14,2010,17881,2,1000,1,1,1,0,570000,0
10,48,2014,137116,2,1300,1,4,1,0,1750000,2
21,98,2005,115872,2,1600,0,4,0,0,1020000,2
10,179,2014,51499,2,1500,0,0,0,1,3285000,0
28,15,2015,174291,2,1500,0,1,0,0,2800000,0
10,48,2017,93341,2,1300,1,4,1,0,2190000,0
7,110,2014,115872,2,660,0,1,0,0,1375000,0
28,53,2000,160934,2,1600,1,4,1,0,780000,2
10,49,2002,405673,2,1500,1,4,0,0,1030000,0
27,183,2019,64373,2,1000,1,1,1,0,1700000,0
27,14,2019,4828,2,660,1,1,0,0,1625000,2
27,108,2005,321868,2,800,1,1,1,0,325000,0
27,14,2010,109435,2,1000,1,1,1,0,735000,2
27,58,2004,112654,2,1000,1,1,1,0,480000,3
27,108,1993,402336,2,800,1,1,1,0,250000,0
28,181,2013,193121,2,1000,0,1,0,0,1655000,2
7,110,2014,88513,2,660,0,1,0,0,1335000,2
10,49,2010,259104,2,1800,1,4,0,0,1680000,2
28,135,2012,217261,2,1800,0,4,0,0,2380000,2
27,108,2008,156106,2,800,1,1,1,0,480000,1
7,110,2017,94951,2,660,0,1,0,0,1350000,1
27,58,2014,128747,2,1000,1,1,1,0,875000,0
10,48,2017,49889,2,1300,1,4,1,0,2140000,2
28,132,2009,164153,2,4000,0,3,0,0,12500000,0
10,114,2016,99779,2,660,0,1,0,0,1920000,1
28,15,2012,104607,1,1500,0,1,0,0,2005000,2
27,58,2014,45061,2,1000,1,1,1,0,990000,0
16,147,1992,402336,0,3000,0,3,0,0,900000,3
28,181,2015,88513,2,1000,0,1,0,0,1990000,2
27,58,2017,48280,2,1000,1,1,1,0,1460000,1
10,49,2003,144840,2,1600,1,4,0,0,1050000,1
19,40,2015,45888,1,660,0,1,0,1,1420000,3
27,108,2016,86904,2,800,1,1,1,0,815000,0
7,59,2006,136794,2,800,1,1,0,0,680000,1
27,58,2007,134187,2,1000,1,1,1,0,795000,0
28,123,2010,138242,2,1000,0,1,0,0,1450000,2
28,135,2016,22289,2,1800,0,4,0,1,5000000,0
27,108,2007,175418,2,800,1,1,1,0,445000,0
27,23,2005,209214,2,1300,1,4,1,0,535000,2
28,53,2011,120700,2,1300,1,4,1,0,1650000,2
28,53,2017,85295,2,1300,1,4,1,0,2375000,0
28,53,2017,122310,2,1300,0,4,0,0,2400000,2
10,48,2008,252667,2,1300,1,4,1,0,1280000,2
27,58,2018,62764,2,1000,1,1,0,0,1690000,2
27,108,2015,128747,2,800,1,1,1,0,675000,2
28,181,2007,300947,2,1000,0,1,0,0,1175000,2
10,49,2005,234050,2,1600,1,4,1,0,1170000,2
27,14,2019,10782,2,660,1,1,1,0,1470000,0
27,108,2017,101388,2,800,1,1,1,0,900000,0
10,49,2017,88513,2,1800,1,4,0,0,3225000,2
28,53,1990,553614,2,1300,1,4,1,0,625000,0
27,58,2004,160934,2,1000,1,1,1,0,570000,0
10,49,2016,152887,2,1800,1,4,0,0,3175000,0
28,181,2017,123114,2,1000,0,1,0,1,2425000,0
10,179,2014,82076,2,1500,0,0,0,0,4000000,2
10,49,2016,53108,2,1800,1,4,0,0,3100000,0
28,181,2017,130356,2,1000,0,1,0,1,2475000,2
28,53,2015,143231,2,1300,1,4,0,0,2255000,0
27,14,2004,160934,2,1000,1,1,1,0,510000,0
10,49,2006,230136,2,1600,1,4,0,0,1300000,1
27,183,2019,32186,2,1000,1,1,1,0,1570000,2
10,49,2013,177027,2,1800,1,4,0,0,2250000,2
27,168,2013,119091,2,1300,1,1,1,0,1290000,2
27,58,2015,104607,2,1000,1,1,1,0,1175000,2
27,14,2007,402336,2,1000,1,1,1,0,630000,2
28,181,2005,281635,2,1000,0,1,0,0,1230000,1
10,49,2006,241401,2,1500,1,4,1,0,980000,1
27,108,2018,24140,2,800,1,1,1,0,925000,2
27,58,2006,136794,2,1000,1,1,1,0,550000,0
10,49,2013,136794,2,1800,1,4,0,0,2395000,2
28,53,2013,144840,2,1300,1,4,1,0,1725000,2
27,183,2016,257495,2,1000,1,1,1,0,1310000,0
28,132,2012,128747,2,2700,0,3,0,0,12500000,2
27,108,1998,144840,2,800,1,1,1,0,400000,0
27,58,2005,120700,2,1000,1,1,1,0,510000,2
27,106,1996,402336,2,1300,1,4,1,0,410000,2
10,49,2013,83685,2,1800,1,4,0,0,2160000,3
28,53,2016,123919,2,1300,1,4,1,0,2120000,0
10,48,2018,64373,2,1300,1,4,0,0,2400000,2
28,53,2013,191511,2,1600,1,4,0,0,1950000,2
28,53,2016,131966,2,1300,1,4,1,0,2300000,0
27,101,2009,123919,2,1300,1,4,1,0,1050000,1
28,53,2019,27358,2,1300,1,4,0,0,1950000,0
28,167,1997,160934,2,3400,0,3,0,0,1850000,1
27,58,2012,154497,2,1000,1,1,1,0,995000,0
22,60,2013,83819,2,660,0,1,0,0,1550000,2
10,179,2013,82076,2,1500,0,0,0,0,3250000,0
27,58,2015,64373,2,1000,1,1,1,0,1175000,3
8,188,2013,144840,2,1000,1,2,1,0,490000,2
28,123,2006,160934,2,1000,0,1,0,0,1050000,3
10,49,2009,193121,2,1800,1,4,0,0,1620000,0
27,14,2019,19312,2,660,1,1,1,0,1420000,0
10,49,2018,25749,2,1800,1,4,0,0,3750000,0
27,108,2016,156911,2,800,1,1,1,0,780000,0
21,64,2015,56327,2,660,0,1,0,0,1450000,2
27,168,2015,61155,2,1300,1,1,1,0,1525000,3
28,53,2010,123919,2,1300,1,4,1,0,1650000,3
28,53,2016,125528,2,1300,1,4,1,0,2280000,0
10,49,2007,251057,2,1800,1,4,1,0,1220000,2
27,183,2018,69201,2,1000,1,1,1,0,1520000,0
27,183,2014,99779,2,660,0,1,0,0,1265000,3
10,49,2012,197949,2,1800,1,4,0,0,2050000,2
28,73,2019,29772,0,2800,1,3,0,0,9100000,0
27,108,2010,69201,2,800,1,1,1,0,700000,0
28,53,2016,69201,2,1300,1,4,0,0,2275000,3
27,58,2019,37014,2,1000,1,1,1,0,1730000,0
27,108,2015,74029,2,800,1,1,1,0,725000,2
10,49,2006,241401,2,1500,1,4,1,0,820000,0
28,53,2018,37014,2,1300,1,4,0,0,2695000,2
27,183,2018,90123,2,1000,1,1,1,0,1550000,2
1,3,2017,19312,2,1200,1,4,0,0,5700000,0
28,53,2013,167371,2,1300,1,4,1,0,1900000,2
28,181,2014,149668,2,1000,0,1,0,0,1900000,2
7,81,2013,140012,2,660,0,2,0,0,1065000,0
27,58,2019,43291,2,1000,1,1,1,0,1810000,0
28,133,2007,160934,2,1800,0,4,0,0,3150000,2
7,110,2010,120700,2,660,0,1,0,0,1085000,0
27,93,2013,40233,2,660,0,1,0,0,850000,1
10,49,2013,157715,2,1800,1,4,0,0,2300000,2
28,53,2007,321868,2,1300,1,4,1,0,1150000,0
28,53,2015,231858,2,1300,1,4,1,0,2175000,2
27,58,2008,214042,2,1000,1,1,1,0,725000,2
27,94,1997,321868,2,1000,1,1,1,0,420000,0
28,53,2009,273588,2,1300,1,4,1,0,1620000,2
10,48,2018,107021,2,1300,1,4,1,0,2250000,0
27,14,2014,115872,2,660,0,1,0,0,1450000,3
28,181,2006,144840,2,1500,0,1,0,0,1450000,2
27,58,2016,143231,2,1000,1,1,1,0,1120000,2
27,101,2006,233837,2,1300,1,4,1,0,840000,0
27,168,2012,104607,2,1300,1,1,1,0,1165000,1
28,53,2007,201168,2,1300,1,4,1,0,1200000,2
27,108,2005,265541,2,800,1,1,1,0,425000,0
28,181,2014,98169,2,1000,0,1,0,0,1950000,1
27,58,2007,260713,2,1000,1,1,1,0,700000,3
10,49,2017,40233,2,1800,1,4,0,0,3550000,0
7,110,2007,157715,2,660,0,1,0,0,1000000,2
27,183,2018,77248,2,1000,1,1,1,0,1550000,2
10,179,2014,93341,1,1500,0,0,0,0,3225000,2
10,49,2013,127138,2,1800,1,4,1,0,1650000,0
27,183,2019,65983,2,1000,1,1,1,0,1620000,2
27,108,2012,144840,2,800,1,1,1,0,500000,2
10,48,2018,43452,2,1300,1,4,1,0,2340000,0
10,49,2004,289681,2,1500,0,4,0,0,1120000,2
7,110,2015,56327,2,660,0,1,0,0,1570000,2
27,58,2018,49889,2,1000,1,1,1,0,1720000,2
27,183,2019,44739,2,1000,1,1,1,0,1575000,2
27,58,2017,61155,2,1000,1,1,1,0,1600000,2
27,58,2017,72420,2,1000,1,1,1,0,1600000,0
27,47,2017,27358,2,1400,1,4,0,0,2450000,0
27,183,2016,136794,2,1000,1,1,1,0,1250000,2
27,183,2017,82076,2,1000,1,1,1,0,1420000,2
28,53,2011,482803,2,1300,1,4,1,0,1480000,0
7,113,2016,28163,2,660,0,1,0,1,1650000,2
27,14,2006,144840,2,1000,1,1,1,0,470000,0
24,147,2008,146450,2,4196,0,3,0,0,8500000,2
27,108,2006,72420,2,800,1,1,1,0,480000,2
28,53,2005,194730,0,2000,1,4,1,0,1470000,0
28,53,2010,181855,2,1300,1,4,1,0,1350000,2
28,53,2013,146450,2,1300,1,4,1,0,1810000,2
7,110,2015,56327,2,660,0,1,0,0,1550000,0
27,108,2014,93341,2,800,1,1,1,0,670000,2
27,108,2016,32186,2,800,1,1,1,0,735000,2
27,58,2007,193121,2,1000,1,1,1,0,600000,0
7,59,2006,193121,2,800,1,1,1,0,460000,2
28,53,2013,193121,2,1300,1,4,1,0,1825000,0
27,58,2003,281635,2,1000,1,1,1,0,470000,0
27,108,2014,86904,2,800,1,1,1,0,650000,2
27,101,2010,289681,2,1300,1,4,1,0,900000,1
7,113,2008,189097,2,660,0,1,0,0,975000,2
27,168,2017,34922,2,1300,1,1,0,0,1825000,3
28,53,2016,85295,2,1300,1,4,1,0,2200000,1
27,58,2003,112654,2,1000,1,1,1,0,550000,3
7,59,2000,241401,2,800,1,1,1,0,430000,3
27,108,2014,121288,2,800,1,1,1,0,630000,2
7,110,2015,56327,2,660,0,1,0,0,1570000,2
27,101,2006,177027,2,1300,1,4,1,0,690000,2
27,58,2007,160934,2,1000,1,1,1,0,650000,3
10,48,2011,97365,2,1300,1,4,1,0,1450000,2
10,179,2016,65983,1,1500,0,0,0,0,4985000,0
27,183,2018,79018,2,1000,1,1,1,0,830000,0
27,108,2008,128747,2,800,1,1,1,0,480000,0
27,108,2015,27,2,800,1,1,1,0,740000,0
28,53,2010,265541,2,1300,1,4,1,0,1350000,0
28,53,2018,49712,2,1300,1,4,1,0,2800000,0
27,23,2000,188293,2,1300,1,4,1,0,600000,2
27,14,2012,70423,2,1000,1,1,1,0,650000,2
12,151,2006,241401,2,1100,1,1,1,0,700000,2
28,181,2014,102998,2,1000,0,1,0,0,1900000,2
7,59,2008,193121,2,800,1,1,1,0,725000,0
27,183,2019,38624,2,1000,1,1,1,0,1615000,0
28,53,2017,105412,2,1800,1,4,0,0,2900000,3
10,49,2008,152887,2,1800,1,4,0,0,1295000,2
27,29,2019,85295,2,800,1,5,1,0,450000,0
27,14,2006,358883,2,1000,1,1,1,0,645000,2
8,188,2014,74029,2,1000,1,2,1,0,880000,2
22,166,2010,289681,2,1600,0,4,1,0,1425000,0
28,53,2011,149668,2,1300,1,4,1,0,1420000,2
10,48,2017,116194,2,1300,1,4,1,0,2075000,2
27,108,2007,193121,2,800,1,1,1,0,455000,2
20,26,2004,357435,2,1800,0,4,0,0,1825000,2
27,58,2006,127720,2,1000,1,1,1,0,595000,0
10,48,2017,86904,2,1300,1,4,1,0,2150000,2
27,58,2008,110878,2,1000,1,1,1,0,845000,2
28,53,2012,210824,2,1300,1,4,1,0,1720000,1
27,58,2009,160934,2,1000,1,1,1,0,690000,2
28,167,2002,321868,0,3000,0,3,0,0,2500000,3
28,53,2012,210824,2,1300,1,4,1,0,1720000,1
10,48,2010,193121,2,1300,1,4,1,0,1435000,2
27,58,2018,49889,2,1000,1,1,1,0,1600000,2
28,132,2005,96560,0,3000,0,3,0,0,6000000,0
28,123,2011,104607,2,1000,0,1,0,0,1500000,2
27,58,2015,51499,2,1000,1,1,1,0,1200000,0
10,49,2010,305775,2,1800,1,4,1,0,1410000,2
27,108,2004,135184,2,800,0,1,1,0,475000,2
28,181,2012,135875,2,1000,0,1,0,0,1715000,2
27,58,2017,49889,2,1000,1,1,1,0,1660000,3
28,181,2013,160934,2,1000,0,1,0,0,1700000,0
28,53,2014,112654,2,1300,1,4,1,0,1850000,2
27,29,2015,160934,2,800,1,5,1,0,800000,1
27,14,2008,81193,2,1000,1,1,1,0,650000,2
28,132,1996,321868,0,3000,0,3,0,0,2800000,4
8,188,2015,291291,2,1000,1,2,1,0,700000,2
10,49,2003,325087,2,1600,1,4,1,0,1020000,0
27,58,2016,54717,2,1000,1,1,1,0,1235000,0
10,49,1999,151278,2,1600,1,4,1,0,730000,3
27,183,2018,39911,2,1000,1,1,1,0,1550000,0
27,183,2018,59545,2,1000,1,1,1,0,1410000,2
27,108,2018,80467,2,800,1,1,1,0,890000,2
28,53,2015,152887,2,1300,1,4,1,0,2200000,2
7,59,2006,84490,2,800,1,1,0,0,750000,1
27,108,2018,53108,2,800,1,1,1,0,870000,2
27,58,2010,193121,2,1000,1,1,1,0,720000,2
7,59,2008,80467,2,800,1,1,1,0,540000,2
27,58,2015,112132,2,1000,1,1,1,0,975000,2
28,53,2012,241401,2,1600,1,4,0,0,1700000,0
28,53,2018,59545,2,1600,1,4,0,0,3130000,0
28,53,2014,157715,2,1300,1,4,1,0,2090000,2
28,15,2015,85295,2,1500,0,1,0,0,2850000,0
27,58,2007,88513,2,1000,1,1,1,0,615000,1
27,108,2012,160934,2,800,1,1,1,0,480000,2
10,179,2015,119091,1,1500,0,0,0,1,4100000,0
28,53,2017,77248,2,1300,1,4,1,0,2375000,2
28,53,2003,202777,0,2000,1,4,1,0,1070000,0
7,110,2015,41842,2,660,0,1,0,0,1650000,2
28,53,1996,299337,2,1500,1,4,1,0,850000,0
21,84,2013,91732,2,660,0,1,0,0,1550000,1
10,49,2006,154014,2,1600,1,4,1,0,1150000,0
27,108,2003,160934,2,800,1,1,1,0,285000,2
27,58,2016,91732,2,1000,1,1,1,0,1265000,2
27,14,2019,13679,2,660,1,1,1,0,1370000,2
27,58,2016,80467,2,1000,1,1,1,0,1230000,2
27,58,2012,157715,2,1000,1,1,1,0,890000,0
27,58,2009,128747,2,1000,1,1,1,0,730000,2
10,49,2004,402336,2,1600,1,4,1,0,1010000,0
28,132,1999,165118,0,3000,0,3,0,0,2950000,1
27,108,2015,104607,2,800,1,1,1,0,770000,3
27,108,2015,131966,2,800,1,1,1,0,795000,0
10,48,2006,362102,2,1300,1,4,1,0,1220000,2
27,14,2013,133575,2,660,0,1,0,0,1390000,0
28,53,2015,152887,2,1800,1,4,0,0,2600000,0
27,108,2018,80467,2,800,1,1,1,0,900000,0
27,168,2017,131966,2,1300,1,1,1,0,1570000,0
27,108,2016,35428,2,800,1,1,1,0,950000,0
10,48,2007,163831,2,1300,1,4,1,0,1250000,2
27,183,2017,16093,2,1000,1,1,1,0,1600000,0
27,108,2016,30574,2,800,1,1,1,0,930000,2
28,53,2016,104607,2,1800,1,4,0,0,2830000,2
27,108,2019,38624,2,800,1,1,1,0,1120000,0
28,53,2017,75639,2,1300,1,4,0,0,2650000,2
28,181,2016,25749,2,1000,0,1,0,1,2300000,2
27,58,2019,32186,2,1000,1,1,1,0,1840000,2
27,58,2017,144840,2,1000,1,1,1,0,1600000,0
28,123,2013,181855,2,1000,0,1,0,0,1650000,2
10,49,2007,215652,2,1800,1,4,0,0,1390000,2
28,15,2013,112654,1,1500,0,1,0,1,2150000,2
28,53,2017,94951,2,1800,1,4,0,0,3265000,0
28,53,2019,1287,2,1600,1,4,0,0,3450000,1
27,108,2007,83685,2,800,1,1,1,0,500000,0
27,14,2019,14484,2,660,1,1,1,0,1395000,0
10,48,2006,181855,2,1300,1,4,0,0,1100000,1
27,14,2018,64373,2,660,0,1,0,0,1480000,3
27,29,2006,241401,2,800,1,2,1,0,500000,2
27,29,2012,160934,2,800,1,5,1,0,710000,0
28,135,2012,177027,2,1800,0,4,0,0,2485000,0
27,14,2013,133575,2,660,0,1,0,0,1390000,0
27,108,2007,117482,2,800,1,1,1,0,625000,0
10,9,2006,196339,2,2400,0,4,0,0,2150000,2
27,58,2005,247838,2,1000,1,1,1,0,650000,0
27,183,2018,65983,2,1000,1,1,1,0,1550000,0
27,108,2015,125528,2,800,1,1,1,0,740000,2
28,53,2016,136794,2,1800,1,4,1,0,2000000,2
27,108,2019,32186,2,800,1,1,1,0,1030000,0
28,53,2014,181855,2,1300,1,4,1,0,1850000,0
28,181,2005,209214,2,1000,0,1,0,0,1100000,2
10,49,2000,241401,2,1600,0,4,1,0,880000,3
28,53,2003,233354,2,1300,1,4,1,0,1280000,0
27,108,2014,131966,2,800,1,1,1,0,680000,3
28,53,2016,177027,2,1300,1,4,0,0,2475000,0
27,183,2018,59545,2,1000,1,1,1,0,1580000,0
10,48,2019,32186,2,1500,1,4,1,0,2350000,0
28,53,1997,152887,2,1300,1,4,1,0,830000,1
10,49,2013,96560,2,1800,1,4,0,0,2400000,2
12,151,2007,143231,2,1100,1,1,1,0,655000,2
27,14,2015,124757,2,660,0,1,0,0,1250000,0
28,15,2015,94951,2,1500,0,1,0,0,2650000,2
28,53,2011,185074,2,1600,1,4,0,0,1650000,2
28,15,2013,102998,2,1500,0,1,0,0,2375000,2
27,183,2019,14484,2,1000,1,1,1,0,1669000,0
28,135,2012,157715,1,1800,0,4,0,0,2290000,2
28,53,2017,75639,2,1300,1,4,1,0,2050000,0
28,15,2014,177027,2,1500,0,1,0,0,2250000,3
27,14,2014,45061,2,660,1,1,0,0,1400000,0
20,26,2004,193121,2,3500,0,3,0,1,5300000,2
28,53,2014,241401,2,1300,1,4,1,0,1625000,0
28,181,2011,144840,2,1000,0,1,0,0,1550000,2
28,53,2010,362102,2,1300,1,4,1,0,1450000,2
10,48,2018,43452,2,1300,1,4,1,0,2270000,0
28,53,2015,107826,2,1800,1,4,0,0,2600000,0
10,49,2004,257495,2,1600,1,4,1,0,1150000,0
27,14,2015,120700,2,660,0,1,0,0,1385000,2
10,49,2018,38624,2,1800,1,4,0,0,3600000,0
28,53,2019,25749,2,1800,1,4,0,0,3875000,0
27,108,2010,96560,2,800,1,1,1,0,565000,2
10,49,2013,186683,2,1800,1,4,0,0,2250000,2
28,15,2018,25749,2,1500,0,1,0,1,3350000,2
27,183,2018,81352,2,1000,1,1,1,0,1470000,0
27,183,2013,257495,2,660,0,1,0,0,1250000,2
27,58,2007,101388,2,1000,1,1,1,0,550000,2
27,108,2007,107826,2,800,1,1,1,0,430000,1
10,49,2016,61155,2,1500,1,4,0,0,3225000,0
28,53,2002,193121,2,1300,1,4,1,0,950000,0
27,14,2010,259104,2,1000,1,1,1,0,730000,2
28,53,2016,141622,2,1300,1,4,0,0,2300000,2
27,29,2010,96560,2,800,1,2,1,0,650000,0
22,91,2010,82076,2,1500,0,3,0,0,2200000,0
28,53,2008,572926,2,1300,1,4,1,0,1095000,2
28,53,2010,482803,2,1300,1,4,1,0,1300000,2
27,14,2010,135184,2,1000,1,1,1,0,585000,2
28,53,2011,370149,2,1300,1,4,1,0,1575000,0
28,53,2009,233354,2,1300,1,4,1,0,1600000,2
27,183,2017,97204,2,1000,1,1,1,0,1530000,0
27,183,2019,33796,2,1000,1,1,1,0,1610000,0
27,14,2013,136794,2,660,0,1,0,0,1390000,3
27,108,2019,14162,2,800,1,1,1,0,1100000,0
27,14,2013,111044,2,660,0,1,0,0,1350000,0
7,59,2011,160934,2,800,1,1,1,0,835000,0
7,59,2006,165762,2,800,0,1,0,0,780000,2
27,14,2005,321868,2,1000,1,1,1,0,570000,2
27,94,1995,168981,2,1000,1,1,1,0,375000,1
10,49,2004,101388,2,1500,0,4,0,0,890000,1
28,53,2007,333938,2,1300,1,4,1,0,1260000,2
27,108,2008,80467,2,800,1,1,1,0,540000,0
28,53,2009,152887,2,1800,1,4,1,0,1450000,3
28,53,2005,136794,2,1300,1,4,0,0,1400000,0
27,94,1997,131322,2,1000,1,1,1,0,360000,2
10,48,2017,72420,2,1300,1,4,1,0,2125000,0
27,58,2011,160934,2,1000,1,1,1,0,830000,2
28,53,2009,466709,2,1300,1,4,1,0,1400000,0
27,14,2013,154497,2,660,0,1,0,0,1350000,0
10,48,2003,263932,2,1300,1,4,1,0,1000000,0
28,181,1999,241401,2,1300,0,1,0,0,1200000,0
27,14,2019,25910,2,660,1,1,0,0,1550000,2
10,48,2015,82076,2,1300,1,4,0,0,2125000,0
28,132,2012,96560,2,2700,0,3,0,0,11500000,2
28,123,2007,289681,2,1000,0,1,0,0,1150000,2
27,183,2019,22530,2,1000,1,1,1,0,1550000,0
28,53,2001,305775,2,1300,1,4,1,0,895000,3
7,110,2016,33796,2,660,0,1,0,1,1750000,3
28,80,2008,80467,2,2700,0,5,1,0,1550000,0
27,108,2006,96560,2,800,1,1,1,0,410000,0
10,48,2017,164153,2,1300,1,4,1,0,2100000,0
10,49,1998,261397,2,1600,1,4,0,0,790000,2
28,53,2011,77248,2,1300,1,4,0,0,1850000,2
27,14,2010,170590,2,1000,1,1,1,0,775000,2
10,49,2010,273588,2,1800,0,4,0,0,1720000,3
12,151,2003,257495,2,1000,1,1,1,0,550000,1
28,181,1999,354055,2,1000,0,1,0,0,875000,3
7,59,2011,241401,2,1000,0,1,1,0,785000,3
10,49,2005,177027,2,1500,1,4,0,0,1200000,2
29,31,2019,17702,2,800,1,1,1,0,840000,2
28,53,2012,166937,2,1300,1,4,1,0,1550000,2
27,108,2006,128747,2,800,1,1,1,0,550000,0
28,53,2013,191511,2,1300,1,4,1,0,1875000,3
10,49,2009,302556,2,1300,0,4,0,0,1550000,3
28,53,2018,48280,2,1800,1,4,0,0,3100000,0
27,58,2007,83685,2,1000,1,1,1,0,630000,1
10,114,2015,72420,2,660,0,1,0,0,1675000,2
27,58,2006,112654,2,1000,0,1,1,0,630000,3
27,58,2006,96560,2,1000,1,1,1,0,580000,1
28,53,2019,36210,2,1300,1,4,1,0,1550000,2
10,49,2008,217261,2,1800,1,4,0,0,1225000,2
7,110,2018,19312,2,660,0,1,0,1,1790000,1
28,53,2002,335940,0,2000,1,4,1,0,950000,1
27,58,2006,96560,2,1000,1,1,1,0,680000,3
28,123,2012,225308,2,1000,0,1,0,0,1565000,2
28,132,2005,202777,2,2700,0,3,0,0,4690000,2
27,58,2000,241401,2,1000,1,1,1,0,420000,3
10,49,2009,170590,2,1800,1,4,0,0,1525000,2
27,108,2005,103875,2,800,1,1,1,0,450000,2
28,53,2016,160934,2,1300,1,4,1,0,2150000,0
10,48,2014,57936,2,1300,1,4,1,0,1775000,3
28,53,2005,199558,2,1500,1,4,0,1,1880000,0
28,53,2002,563270,0,2000,1,4,1,0,900000,0
10,49,2007,201168,2,1800,1,4,1,0,1400000,2
27,108,1992,160934,2,800,1,1,1,0,260000,0
10,49,2017,99779,2,1800,1,4,0,0,3550000,2
10,48,2006,194408,2,1300,1,4,0,0,1175000,0
28,53,1996,402336,2,1300,1,4,1,0,750000,3
27,58,2018,27358,2,1000,1,1,1,0,1730000,2
27,101,2007,305775,2,1300,1,4,1,0,670000,2
10,49,2000,160934,2,1600,1,4,1,0,920000,3
27,108,2017,65287,2,800,1,1,1,0,750000,3
10,49,2017,96560,2,1800,1,4,0,0,3400000,2
10,102,2008,241401,2,660,0,1,0,0,975000,2
10,49,2006,236573,2,1600,1,4,0,0,1225000,0
28,53,2008,241401,2,1300,1,4,1,0,1290000,2
28,53,2013,128747,2,1300,1,4,1,0,1750000,0
27,94,1999,160934,2,800,1,1,1,0,425000,0
27,29,2013,160953,2,800,1,5,1,0,685000,0
27,183,2014,241401,2,1000,1,1,1,0,1180000,2
28,53,2018,88513,2,1600,1,4,0,0,3180000,0
27,58,2017,47475,2,1000,1,1,1,0,1345000,2
27,108,2011,148059,2,800,1,1,1,0,515000,0
27,183,2019,659831,2,1000,1,1,1,0,1615000,0
27,58,2019,28968,2,1000,1,1,0,0,1300000,0
28,53,2004,321868,2,1600,1,4,1,0,1000000,0
28,80,2006,96560,2,2700,0,5,0,0,1950000,0
28,53,2010,310201,2,1300,1,4,1,0,1480000,2
10,56,2008,209214,2,1800,0,3,0,0,2200000,0
27,108,2014,120700,2,800,1,1,1,0,795000,0
